Ger,Ind,Dist,PWM,Erro,Gbest_Erro
0,0,25.24,265.64,39.76,10000000.00
0,0,39.02,210.82,25.98,10000000.00
0,0,39.65,207.59,25.35,10000000.00
0,0,39.80,206.83,25.20,10000000.00
0,0,39.87,206.52,25.13,10000000.00
0,0,39.90,206.35,25.10,10000000.00
0,0,39.92,206.24,25.08,10000000.00
0,0,39.94,206.17,25.06,10000000.00
0,0,39.95,206.12,25.05,10000000.00
0,0,39.95,206.08,25.05,10000000.00
0,0,41.15,199.98,23.85,10000000.00
0,0,58.81,110.16,6.19,10000000.00
0,0,72.82,22.74,-7.82,10000000.00
0,0,78.96,-117.54,-13.96,10000000.00
0,0,55.56,-14.97,9.44,10000000.00
0,0,43.94,182.73,21.06,10000000.00
0,0,40.95,201.04,24.05,10000000.00
0,0,40.83,201.61,24.17,10000000.00
0,0,44.23,184.32,20.77,10000000.00
0,0,53.69,136.18,11.31,10000000.00
0,0,60.87,99.82,4.13,10000000.00
0,0,71.88,1.61,-6.88,10000000.00
0,0,67.96,-18.19,-2.96,10000000.00
0,0,58.03,53.55,6.97,10000000.00
0,0,46.54,172.62,18.46,10000000.00
0,0,45.16,179.61,19.84,10000000.00
0,0,47.56,167.37,17.44,10000000.00
0,0,53.32,138.09,11.68,10000000.00
0,0,63.44,86.63,1.56,10000000.00
0,0,69.35,38.17,-4.35,10000000.00
0,0,70.51,-8.17,-5.51,10000000.00
0,0,62.33,33.21,2.67,10000000.00
0,0,53.39,137.78,11.61,10000000.00
0,0,50.20,154.01,14.80,10000000.00
0,0,50.51,152.38,14.49,10000000.00
0,0,52.67,141.36,12.33,10000000.00
0,0,63.81,84.74,1.19,10000000.00
0,0,66.68,66.53,-1.68,10000000.00
0,0,69.20,23.24,-4.20,10000000.00
0,0,65.87,21.73,-0.87,10000000.00
0,0,58.26,94.64,6.74,10000000.00
0,0,55.38,127.66,9.62,10000000.00
0,0,53.92,135.05,11.08,10000000.00
0,0,58.26,112.98,6.74,10000000.00
0,0,62.45,91.67,2.55,10000000.00
0,0,68.08,52.76,-3.08,10000000.00
0,0,68.25,23.95,-3.25,10000000.00
0,0,65.41,24.19,-0.41,10000000.00
0,0,58.80,86.89,6.20,10000000.00
0,0,54.32,133.04,10.68,10000000.00
0,0,51.94,145.12,13.06,10000000.00
0,0,53.81,135.61,11.19,10000000.00
0,0,56.88,119.99,8.12,10000000.00
0,0,62.17,93.11,2.83,10000000.00
0,0,66.99,64.81,-1.99,10000000.00
0,0,69.09,25.78,-4.09,10000000.00
0,0,66.25,19.63,-1.25,10000000.00
0,0,62.66,46.54,2.34,10000000.00
0,0,58.57,106.18,6.43,10000000.00
0,0,56.19,123.51,8.81,10000000.00
0,0,56.73,120.76,8.27,10000000.00
0,0,58.04,114.10,6.96,10000000.00
0,0,60.53,101.47,4.47,10000000.00
0,0,64.44,81.58,0.56,10000000.00
0,0,65.59,74.55,-0.59,10000000.00
0,0,62.71,90.39,2.29,10000000.00
0,0,63.51,86.29,1.49,10000000.00
0,0,63.30,87.36,1.70,10000000.00
0,0,65.73,72.56,-0.73,10000000.00
0,0,65.60,74.22,-0.60,10000000.00
0,0,64.69,76.48,0.31,10000000.00
0,0,65.77,72.96,-0.77,10000000.00
0,0,65.40,70.06,-0.40,10000000.00
0,0,64.99,71.44,0.01,10000000.00
0,0,63.66,84.01,1.34,10000000.00
0,0,62.58,91.06,2.42,10000000.00
0,0,62.06,93.67,2.94,10000000.00
0,0,61.08,98.68,3.92,10000000.00
0,0,61.99,94.02,3.01,10000000.00
0,0,61.84,94.77,3.16,10000000.00
0,0,63.11,88.35,1.89,10000000.00
0,0,64.19,82.84,0.81,10000000.00
0,0,62.05,93.73,2.95,10000000.00
0,0,63.58,85.98,1.42,10000000.00
0,0,63.45,86.58,1.55,10000000.00
0,0,64.67,80.40,0.33,10000000.00
0,0,63.38,86.95,1.62,10000000.00
0,0,63.81,84.79,1.19,10000000.00
0,0,63.79,84.90,1.21,10000000.00
0,0,63.56,86.06,1.44,10000000.00
0,0,63.37,87.02,1.63,10000000.00
0,0,63.20,87.91,1.80,10000000.00
0,0,61.55,96.30,3.45,10000000.00
0,0,62.79,89.99,2.21,10000000.00
0,0,63.32,87.28,1.68,10000000.00
0,0,63.50,86.34,1.50,10000000.00
0,0,63.23,87.72,1.77,10000000.00
0,0,62.62,90.82,2.38,10000000.00
0,0,60.57,101.27,4.43,10000000.00
0,0,60.28,102.72,4.72,10000000.00
0,0,60.01,104.12,4.99,10000000.00
0,0,60.57,101.24,4.43,10000000.00
0,0,60.03,104.05,4.97,10000000.00
0,0,62.60,90.92,2.40,10000000.00
0,0,63.42,86.78,1.58,10000000.00
0,0,62.94,89.22,2.06,10000000.00
0,0,61.73,95.38,3.27,10000000.00
0,0,60.17,103.27,4.83,10000000.00
0,0,61.50,96.52,3.50,10000000.00
0,0,63.06,88.58,1.94,10000000.00
0,0,61.22,98.00,3.78,10000000.00
0,0,62.56,91.15,2.44,10000000.00
0,0,61.39,97.08,3.61,10000000.00
0,1,21.04,275.02,43.96,11404.27
0,1,38.37,218.68,26.63,11404.27
0,1,39.54,215.25,25.46,11404.27
0,1,39.76,214.58,25.24,11404.27
0,1,39.84,214.32,25.16,11404.27
0,1,39.88,214.19,25.12,11404.27
0,1,39.91,214.11,25.09,11404.27
0,1,39.93,214.05,25.07,11404.27
0,1,39.94,214.02,25.06,11404.27
0,1,39.95,213.99,25.05,11404.27
0,1,39.95,213.97,25.05,11404.27
0,1,40.13,213.38,24.87,11404.27
0,1,41.70,208.47,23.30,11404.27
0,1,55.06,164.79,9.94,11404.27
0,1,67.22,118.82,-2.22,11404.27
0,1,88.76,-205.04,-23.76,11404.27
0,1,86.67,-202.44,-21.67,11404.27
0,1,56.32,-55.51,8.68,11404.27
0,1,44.62,199.67,20.38,11404.27
0,1,40.97,210.82,24.03,11404.27
0,1,40.45,212.40,24.55,11404.27
0,1,41.41,209.14,23.59,11404.27
0,1,43.15,203.43,21.85,11404.27
0,1,50.72,178.53,14.28,11404.27
0,1,62.86,139.81,2.14,11404.27
0,1,72.22,49.88,-7.22,11404.27
0,1,72.29,-55.44,-7.29,11404.27
0,1,68.23,-112.38,-3.23,11404.27
0,1,52.12,39.19,12.88,11404.27
0,1,43.98,201.41,21.02,11404.27
0,1,41.90,207.85,23.10,11404.27
0,1,42.89,204.49,22.11,11404.27
0,1,44.63,198.91,20.37,11404.27
0,1,48.80,185.42,16.20,11404.27
0,1,53.41,170.34,11.59,11404.27
0,1,58.09,154.82,6.91,11404.27
0,1,65.10,133.00,-0.10,11404.27
0,1,69.09,99.97,-4.09,11404.27
0,1,75.03,-21.96,-10.03,11404.27
0,1,77.23,-173.04,-12.23,11404.27
0,1,70.23,-149.95,-5.23,11404.27
0,1,55.58,-8.09,9.42,11404.27
0,1,47.23,190.99,17.77,11404.27
0,1,45.79,195.38,19.21,11404.27
0,1,46.05,194.46,18.95,11404.27
0,1,45.38,196.48,19.62,11404.27
0,1,47.33,190.29,17.67,11404.27
0,1,48.88,185.26,16.12,11404.27
0,1,50.25,180.59,14.75,11404.27
0,1,56.63,160.25,8.37,11404.27
0,1,59.71,150.09,5.29,11404.27
0,1,64.80,133.70,0.20,11404.27
0,1,71.05,60.25,-6.05,11404.27
0,1,71.08,-5.16,-6.08,11404.27
0,1,71.45,-93.98,-6.45,11404.27
0,1,65.04,-117.64,-0.04,11404.27
0,1,52.44,20.60,12.56,11404.27
0,1,48.47,186.78,16.53,11404.27
0,1,47.45,190.37,17.55,11404.27
0,1,48.34,187.02,16.66,11404.27
0,1,48.64,185.93,16.36,11404.27
0,1,50.66,179.69,14.34,11404.27
0,1,51.32,177.40,13.68,11404.27
0,1,54.56,167.11,10.44,11404.27
0,1,58.76,153.24,6.24,11404.27
0,1,65.48,130.79,-0.48,11404.27
0,1,70.71,82.86,-5.71,11404.27
0,1,71.30,-6.04,-6.30,11404.27
0,1,73.00,-113.16,-8.00,11404.27
0,1,62.36,-100.05,2.64,11404.27
0,1,55.91,20.56,9.09,11404.27
0,1,52.24,174.93,12.76,11404.27
0,1,50.19,181.37,14.81,11404.27
0,1,48.78,185.77,16.22,11404.27
0,1,48.37,187.52,16.63,11404.27
0,1,50.97,178.65,14.03,11404.27
0,1,53.37,170.92,11.63,11404.27
0,1,53.00,172.88,12.00,11404.27
0,1,55.60,163.70,9.40,11404.27
0,1,55.51,165.11,9.49,11404.27
0,1,61.62,144.28,3.38,11404.27
0,1,64.82,133.44,0.18,11404.27
0,1,72.06,44.81,-7.06,11404.27
0,1,72.94,-47.38,-7.94,11404.27
0,1,67.11,-107.93,-2.11,11404.27
0,1,62.07,-81.07,2.93,11404.27
0,1,52.84,51.88,12.16,11404.27
0,1,50.48,180.31,14.52,11404.27
0,1,49.17,184.42,15.83,11404.27
0,1,49.99,181.88,15.01,11404.27
0,1,50.02,181.67,14.98,11404.27
0,1,51.66,176.43,13.34,11404.27
0,1,53.13,171.57,11.87,11404.27
0,1,54.84,166.26,10.16,11404.27
0,1,55.75,163.27,9.25,11404.27
0,1,57.90,156.53,7.10,11404.27
0,1,60.05,149.67,4.95,11404.27
0,1,65.68,129.37,-0.68,11404.27
0,1,73.01,53.27,-8.01,11404.27
0,1,72.68,-89.11,-7.68,11404.27
0,1,71.71,-155.32,-6.71,11404.27
0,1,63.71,-121.79,1.29,11404.27
0,1,57.84,-27.65,7.16,11404.27
0,1,51.37,134.85,13.63,11404.27
0,1,50.85,179.24,14.15,11404.27
0,1,49.33,184.43,15.67,11404.27
0,1,49.59,183.09,15.41,11404.27
0,1,50.81,179.23,14.19,11404.27
0,1,50.28,181.47,14.72,11404.27
0,1,53.99,168.97,11.01,11404.27
0,1,55.86,163.00,9.14,11404.27
0,1,58.03,156.05,6.97,11404.27
0,1,61.09,145.97,3.91,11404.27
0,2,21.57,354.70,43.43,11404.27
0,2,38.84,156.39,26.16,11404.27
0,2,39.63,153.23,25.37,11404.27
0,2,39.79,152.42,25.21,11404.27
0,2,39.86,152.07,25.14,11404.27
0,2,39.90,151.88,25.10,11404.27
0,2,39.92,151.77,25.08,11404.27
0,2,39.93,151.69,25.07,11404.27
0,2,39.94,151.64,25.06,11404.27
0,2,39.95,151.59,25.05,11404.27
0,2,39.96,151.56,25.04,11404.27
0,2,42.28,136.12,22.72,11404.27
0,2,56.35,54.72,8.65,11404.27
0,2,60.03,49.42,4.97,11404.27
0,2,60.25,39.44,4.75,11404.27
0,2,57.42,54.47,7.58,11404.27
0,2,55.10,67.28,9.90,11404.27
0,2,54.95,69.15,10.05,11404.27
0,2,53.71,75.00,11.29,11404.27
0,2,52.72,83.75,12.28,11404.27
0,2,53.48,75.58,11.52,11404.27
0,2,54.39,70.95,10.61,11404.27
0,2,54.55,71.20,10.45,11404.27
0,2,52.75,80.81,12.25,11404.27
0,2,52.35,83.07,12.65,11404.27
0,2,52.54,82.00,12.46,11404.27
0,2,52.60,81.71,12.40,11404.27
0,2,52.09,85.72,12.91,11404.27
0,2,52.29,82.97,12.71,11404.27
0,2,53.02,78.38,11.98,11404.27
0,2,54.29,72.11,10.71,11404.27
0,2,53.90,75.24,11.10,11404.27
0,2,53.08,79.45,11.92,11404.27
0,2,51.79,86.15,13.21,11404.27
0,2,50.95,89.90,14.05,11404.27
0,2,52.04,84.60,12.96,11404.27
0,2,52.06,83.79,12.94,11404.27
0,2,52.94,79.59,12.06,11404.27
0,2,53.12,78.71,11.88,11404.27
0,2,52.94,78.33,12.06,11404.27
0,2,53.37,77.38,11.63,11404.27
0,2,52.01,85.05,12.99,11404.27
0,2,51.10,89.57,13.90,11404.27
0,2,52.41,82.32,12.59,11404.27
0,2,52.22,83.13,12.78,11404.27
0,2,53.53,76.53,11.47,11404.27
0,2,53.52,76.58,11.48,11404.27
0,2,52.87,80.36,12.13,11404.27
0,2,51.01,93.31,13.99,11404.27
0,2,49.30,99.96,15.70,11404.27
0,2,48.52,103.90,16.48,11404.27
0,2,48.84,102.30,16.16,11404.27
0,2,49.32,98.89,15.68,11404.27
0,2,50.91,90.58,14.09,11404.27
0,2,52.54,81.60,12.46,11404.27
0,2,51.78,85.66,13.22,11404.27
0,2,51.80,86.15,13.20,11404.27
0,2,50.56,92.72,14.44,11404.27
0,2,50.49,93.59,14.51,11404.27
0,2,49.35,99.38,15.65,11404.27
0,2,48.72,105.16,16.28,11404.27
0,2,49.20,100.69,15.80,11404.27
0,2,52.16,82.68,12.84,11404.27
0,2,53.80,74.72,11.20,11404.27
0,2,53.99,74.20,11.01,11404.27
0,2,53.06,79.31,11.94,11404.27
0,2,51.20,92.41,13.80,11404.27
0,2,49.92,96.55,15.08,11404.27
0,2,49.21,103.01,15.79,11404.27
0,2,49.82,96.40,15.18,11404.27
0,2,50.54,91.57,14.46,11404.27
0,2,52.95,78.79,12.05,11404.27
0,2,52.09,84.07,12.91,11404.27
0,2,52.99,79.31,12.01,11404.27
0,2,52.84,80.40,12.16,11404.27
0,2,52.48,82.52,12.52,11404.27
0,2,52.08,84.77,12.92,11404.27
0,2,51.45,88.76,13.55,11404.27
0,2,51.26,89.19,13.74,11404.27
0,2,51.05,90.48,13.95,11404.27
0,2,50.21,95.01,14.79,11404.27
0,2,49.17,100.61,15.83,11404.27
0,2,48.85,102.56,16.15,11404.27
0,2,48.44,104.64,16.56,11404.27
0,2,48.74,102.84,16.26,11404.27
0,2,48.94,101.80,16.06,11404.27
0,2,48.88,101.62,16.12,11404.27
0,2,49.51,98.70,15.49,11404.27
0,2,49.28,99.32,15.72,11404.27
0,2,49.75,98.00,15.25,11404.27
0,2,49.33,99.47,15.67,11404.27
0,2,49.94,96.16,15.06,11404.27
0,2,49.21,99.55,15.79,11404.27
0,2,49.60,96.68,15.40,11404.27
0,2,51.67,86.39,13.33,11404.27
0,2,52.30,83.18,12.70,11404.27
0,2,51.42,88.01,13.58,11404.27
0,2,51.15,89.79,13.85,11404.27
0,2,49.95,96.44,15.05,11404.27
0,2,49.50,98.96,15.50,11404.27
0,2,48.75,102.83,16.25,11404.27
0,2,49.02,101.30,15.98,11404.27
0,2,48.86,102.01,16.14,11404.27
0,2,49.30,99.78,15.70,11404.27
0,2,49.62,98.07,15.38,11404.27
0,2,49.40,99.43,15.60,11404.27
0,2,49.14,100.95,15.86,11404.27
0,2,48.47,105.14,16.53,11404.27
0,2,48.42,104.29,16.58,11404.27
0,2,49.28,99.83,15.72,11404.27
0,2,49.80,96.87,15.20,11404.27
0,2,50.02,96.01,14.98,11404.27
0,2,50.05,95.85,14.95,11404.27
0,3,19.08,431.92,45.92,11404.27
0,3,37.23,218.08,27.77,11404.27
0,3,39.41,210.20,25.59,11404.27
0,3,39.72,208.74,25.28,11404.27
0,3,39.82,208.20,25.18,11404.27
0,3,39.87,207.93,25.13,11404.27
0,3,39.90,207.78,25.10,11404.27
0,3,39.92,207.67,25.08,11404.27
0,3,39.93,207.60,25.07,11404.27
0,3,39.94,207.55,25.06,11404.27
0,3,40.02,207.06,24.98,11404.27
0,3,41.93,194.68,23.07,11404.27
0,3,52.36,133.60,12.64,11404.27
0,3,61.34,73.57,3.66,11404.27
0,3,73.30,-21.93,-8.30,11404.27
0,3,73.90,-70.86,-8.90,11404.27
0,3,66.65,-64.70,-1.65,11404.27
0,3,49.82,88.85,15.18,11404.27
0,3,42.29,195.90,22.71,11404.27
0,3,41.98,195.78,23.02,11404.27
0,3,43.69,185.61,21.31,11404.27
0,3,48.33,157.41,16.67,11404.27
0,3,55.37,117.11,9.63,11404.27
0,3,63.28,73.00,1.72,11404.27
0,3,68.95,32.27,-3.95,11404.27
0,3,68.13,11.16,-3.13,11404.27
0,3,66.06,13.55,-1.06,11404.27
0,3,55.63,105.71,9.37,11404.27
0,3,53.09,134.40,11.91,11404.27
0,3,52.25,137.52,12.75,11404.27
0,3,54.62,123.28,10.38,11404.27
0,3,58.52,98.28,6.48,11404.27
0,3,68.28,37.67,-3.28,11404.27
0,3,69.16,14.73,-4.16,11404.27
0,3,64.05,37.89,0.95,11404.27
0,3,60.46,83.25,4.54,11404.27
0,3,60.05,93.93,4.95,11404.27
0,3,60.13,93.25,4.87,11404.27
0,3,58.59,107.17,6.41,11404.27
0,3,60.46,91.63,4.54,11404.27
0,3,60.59,89.98,4.41,11404.27
0,3,63.20,75.65,1.80,11404.27
0,3,61.92,82.58,3.08,11404.27
0,3,62.32,81.61,2.68,11404.27
0,3,60.92,89.31,4.08,11404.27
0,3,60.28,93.52,4.72,11404.27
0,3,59.56,97.00,5.44,11404.27
0,3,57.83,106.91,7.17,11404.27
0,3,58.22,104.49,6.78,11404.27
0,3,58.52,101.16,6.48,11404.27
0,3,58.77,109.25,6.23,11404.27
0,3,62.49,78.98,2.51,11404.27
0,3,61.74,82.46,3.26,11404.27
0,3,61.13,89.81,3.87,11404.27
0,3,59.08,100.11,5.92,11404.27
0,3,59.03,100.21,5.97,11404.27
0,3,58.17,104.69,6.83,11404.27
0,3,58.77,101.57,6.23,11404.27
0,3,59.59,96.00,5.41,11404.27
0,3,59.82,92.70,5.18,11404.27
0,3,61.32,85.98,3.68,11404.27
0,3,59.97,93.86,5.03,11404.27
0,3,60.66,91.30,4.34,11404.27
0,3,60.50,92.00,4.50,11404.27
0,3,58.83,101.06,6.17,11404.27
0,3,59.15,99.55,5.85,11404.27
0,3,58.80,100.77,6.20,11404.27
0,3,60.96,88.58,4.04,11404.27
0,3,60.24,91.97,4.76,11404.27
0,3,61.48,86.40,3.52,11404.27
0,3,61.24,87.61,3.76,11404.27
0,3,60.90,89.81,4.10,11404.27
0,3,59.08,99.77,5.92,11404.27
0,3,59.06,100.03,5.94,11404.27
0,3,58.16,104.77,6.84,11404.27
0,3,59.25,98.35,5.75,11404.27
0,3,60.39,91.66,4.61,11404.27
0,3,60.25,92.67,4.75,11404.27
0,3,59.09,104.00,5.91,11404.27
0,3,59.79,95.75,5.21,11404.27
0,3,59.09,99.13,5.91,11404.27
0,3,59.03,100.25,5.97,11404.27
0,3,58.72,100.40,6.28,11404.27
0,3,59.06,99.68,5.94,11404.27
0,3,59.72,95.14,5.28,11404.27
0,3,60.77,90.11,4.23,11404.27
0,3,59.45,97.20,5.55,11404.27
0,3,59.90,95.20,5.10,11404.27
0,3,58.21,104.54,6.79,11404.27
0,3,58.95,99.86,6.05,11404.27
0,3,59.49,97.31,5.51,11404.27
0,3,59.89,94.62,5.11,11404.27
0,3,59.62,94.64,5.38,11404.27
0,3,61.06,87.60,3.94,11404.27
0,3,59.84,101.06,5.16,11404.27
0,3,60.18,92.67,4.82,11404.27
0,3,60.50,91.09,4.50,11404.27
0,3,60.72,90.51,4.28,11404.27
0,3,61.19,87.96,3.81,11404.27
0,3,61.79,84.51,3.21,11404.27
0,3,61.82,84.02,3.18,11404.27
0,3,61.76,84.94,3.24,11404.27
0,3,60.04,94.53,4.96,11404.27
0,3,60.05,94.41,4.95,11404.27
0,3,58.64,105.23,6.36,11404.27
0,3,58.20,104.42,6.80,11404.27
0,3,56.82,117.31,8.18,11404.27
0,3,59.64,93.19,5.36,11404.27
0,3,58.83,107.53,6.17,11404.27
0,3,62.69,78.14,2.31,11404.27
0,3,63.75,74.28,1.25,11404.27
0,3,61.05,88.57,3.95,11404.27
0,3,61.22,87.86,3.78,11404.27
1,0,20.93,364.04,44.07,11404.27
1,0,38.29,250.75,26.71,11404.27
1,0,39.53,246.60,25.47,11404.27
1,0,39.75,245.73,25.25,11404.27
1,0,39.84,245.39,25.16,11404.27
1,0,39.88,245.22,25.12,11404.27
1,0,39.91,245.11,25.09,11404.27
1,0,39.93,245.04,25.07,11404.27
1,0,39.94,244.99,25.06,11404.27
1,0,39.95,244.95,25.05,11404.27
1,0,39.95,244.93,25.05,11404.27
1,0,39.99,244.74,25.01,11404.27
1,0,42.62,232.43,22.38,11404.27
1,0,59.90,151.64,5.10,11404.27
1,0,71.21,26.89,-6.21,11404.27
1,0,84.16,-221.18,-19.16,11404.27
1,0,69.25,-155.15,-4.25,11404.27
1,0,49.92,61.75,15.08,11404.27
1,0,41.92,237.63,23.08,11404.27
1,0,41.25,239.20,23.75,11404.27
1,0,42.82,232.07,22.18,11404.27
1,0,46.96,218.37,18.04,11404.27
1,0,58.84,161.89,6.16,11404.27
1,0,71.87,63.83,-6.87,11404.27
1,0,77.19,-120.03,-12.19,11404.27
1,0,70.82,-163.24,-5.82,11404.27
1,0,53.05,-2.75,11.95,11404.27
1,0,43.96,228.98,21.04,11404.27
1,0,42.52,234.05,22.48,11404.27
1,0,43.84,227.93,21.16,11404.27
1,0,45.82,219.07,19.18,11404.27
1,0,51.44,195.46,13.56,11404.27
1,0,60.36,155.58,4.64,11404.27
1,0,67.62,115.61,-2.62,11404.27
1,0,74.49,-4.95,-9.49,11404.27
1,0,77.42,-176.00,-12.42,11404.27
1,0,67.22,-145.70,-2.22,11404.27
1,0,54.86,-8.14,10.14,11404.27
1,0,46.96,215.82,18.04,11404.27
1,0,45.40,222.01,19.60,11404.27
1,0,45.90,219.45,19.10,11404.27
1,0,47.95,210.49,17.05,11404.27
1,0,48.80,209.78,16.20,11404.27
1,0,54.34,182.78,10.66,11404.27
1,0,57.62,169.72,7.38,11404.27
1,0,61.01,155.39,3.99,11404.27
1,0,66.64,125.28,-1.64,11404.27
1,0,73.33,14.57,-8.33,11404.27
1,0,76.38,-144.39,-11.38,11404.27
1,0,70.77,-161.64,-5.77,11404.27
1,0,59.41,-81.02,5.59,11404.27
1,0,51.54,106.20,13.46,11404.27
1,0,48.65,208.56,16.35,11404.27
1,0,47.23,213.83,17.77,11404.27
1,0,47.04,214.64,17.96,11404.27
1,0,47.94,210.53,17.06,11404.27
1,0,50.33,200.69,14.67,11404.27
1,0,52.68,190.27,12.32,11404.27
1,0,57.02,171.75,7.98,11404.27
1,0,63.10,145.61,1.90,11404.27
1,0,68.66,91.87,-3.66,11404.27
1,0,67.93,29.58,-2.93,11404.27
1,0,68.89,-67.15,-3.89,11404.27
1,0,70.51,-162.03,-5.51,11404.27
1,0,62.91,-120.28,2.09,11404.27
1,0,54.68,23.30,10.32,11404.27
1,0,50.82,199.62,14.18,11404.27
1,0,49.77,203.59,15.23,11404.27
1,0,49.44,204.88,15.56,11404.27
1,0,48.92,208.05,16.08,11404.27
1,0,49.07,208.30,15.93,11404.27
1,0,53.90,185.00,11.10,11404.27
1,0,54.31,187.10,10.69,11404.27
1,0,57.52,175.31,7.48,11404.27
1,0,66.40,126.59,-1.40,11404.27
1,0,67.15,88.74,-2.15,11404.27
1,0,67.63,26.10,-2.63,11404.27
1,0,73.72,-102.91,-8.72,11404.27
1,0,69.02,-154.51,-4.02,11404.27
1,0,59.56,-73.81,5.44,11404.27
1,0,55.01,63.64,9.99,11404.27
1,0,53.18,189.35,11.82,11404.27
1,0,51.48,196.17,13.52,11404.27
1,0,52.05,193.71,12.95,11404.27
1,0,52.71,190.87,12.29,11404.27
1,0,53.66,186.69,11.34,11404.27
1,0,54.82,181.79,10.18,11404.27
1,0,57.08,171.81,7.92,11404.27
1,0,61.58,152.23,3.42,11404.27
1,0,66.62,124.60,-1.62,11404.27
1,0,67.84,84.36,-2.84,11404.27
1,0,69.65,19.07,-4.65,11404.27
1,0,67.51,-2.19,-2.51,11404.27
1,0,66.84,-29.79,-1.84,11404.27
1,0,64.04,-22.60,0.96,11404.27
1,0,59.27,52.96,5.73,11404.27
1,0,55.13,180.91,9.87,11404.27
1,0,53.52,187.30,11.48,11404.27
1,0,55.56,178.49,9.44,11404.27
1,0,57.73,169.22,7.27,11404.27
1,0,60.39,156.94,4.61,11404.27
1,0,63.68,143.89,1.32,11404.27
1,0,66.61,121.54,-1.61,11404.27
1,0,70.66,47.45,-5.66,11404.27
1,0,74.09,-79.76,-9.09,11404.27
1,0,72.77,-171.00,-7.77,11404.27
1,0,65.76,-140.73,-0.76,11404.27
1,0,58.38,-46.61,6.62,11404.27
1,0,53.60,112.58,11.40,11404.27
1,0,50.66,199.55,14.34,11404.27
1,0,49.89,202.40,15.11,11404.27
1,0,51.00,198.06,14.00,11404.27
1,0,50.41,200.42,14.59,11404.27
1,1,21.34,371.81,43.66,11404.27
1,1,38.37,247.75,26.63,11404.27
1,1,39.54,242.32,25.46,11404.27
1,1,39.76,241.21,25.24,11404.27
1,1,39.84,240.78,25.16,11404.27
1,1,39.88,240.56,25.12,11404.27
1,1,39.91,240.42,25.09,11404.27
1,1,39.93,240.33,25.07,11404.27
1,1,39.94,240.27,25.06,11404.27
1,1,40.06,239.57,24.94,11404.27
1,1,46.66,201.47,18.34,11404.27
1,1,64.45,105.97,0.55,11404.27
1,1,83.82,-103.64,-18.82,11404.27
1,1,84.68,-207.18,-19.68,11404.27
1,1,54.85,-12.65,10.15,11404.27
1,1,43.63,221.95,21.37,11404.27
1,1,40.87,235.50,24.13,11404.27
1,1,41.32,232.56,23.68,11404.27
1,1,46.26,205.49,18.74,11404.27
1,1,58.77,136.15,6.23,11404.27
1,1,72.56,17.75,-7.56,11404.27
1,1,76.37,-119.77,-11.37,11404.27
1,1,66.36,-110.67,-1.36,11404.27
1,1,46.90,105.38,18.10,11404.27
1,1,42.34,228.23,22.66,11404.27
1,1,41.30,233.03,23.70,11404.27
1,1,41.86,229.85,23.14,11404.27
1,1,44.77,213.56,20.23,11404.27
1,1,51.64,176.36,13.36,11404.27
1,1,63.63,111.53,1.37,11404.27
1,1,66.18,70.00,-1.18,11404.27
1,1,67.36,18.34,-2.36,11404.27
1,1,65.66,17.63,-0.66,11404.27
1,1,55.71,128.88,9.29,11404.27
1,1,51.64,177.54,13.36,11404.27
1,1,51.44,178.32,13.56,11404.27
1,1,53.33,168.02,11.67,11404.27
1,1,57.79,143.87,7.21,11404.27
1,1,66.57,92.18,-1.57,11404.27
1,1,71.34,12.58,-6.34,11404.27
1,1,67.16,-3.68,-2.16,11404.27
1,1,62.69,25.80,2.31,11404.27
1,1,55.79,134.53,9.21,11404.27
1,1,52.21,174.89,12.79,11404.27
1,1,50.43,183.48,14.57,11404.27
1,1,52.89,170.38,12.11,11404.27
1,1,54.63,160.27,10.37,11404.27
1,1,61.05,125.33,3.95,11404.27
1,1,65.79,98.27,-0.79,11404.27
1,1,66.97,86.35,-1.97,11404.27
1,1,67.17,77.46,-2.17,11404.27
1,1,68.34,38.47,-3.34,11404.27
1,1,68.06,5.09,-3.06,11404.27
1,1,66.14,-6.38,-1.14,11404.27
1,1,60.85,43.16,4.15,11404.27
1,1,56.43,141.69,8.57,11404.27
1,1,54.91,160.26,10.09,11404.27
1,1,54.30,162.79,10.70,11404.27
1,1,56.64,149.98,8.36,11404.27
1,1,59.56,134.61,5.44,11404.27
1,1,62.42,119.12,2.58,11404.27
1,1,67.37,82.44,-2.37,11404.27
1,1,71.23,9.61,-6.23,11404.27
1,1,71.05,-56.05,-6.05,11404.27
1,1,62.61,-34.59,2.39,11404.27
1,1,58.10,42.37,6.90,11404.27
1,1,53.40,167.90,11.60,11404.27
1,1,51.75,176.70,13.25,11404.27
1,1,53.07,169.73,11.93,11404.27
1,1,53.65,166.30,11.35,11404.27
1,1,55.90,154.10,9.10,11404.27
1,1,59.05,137.25,5.95,11404.27
1,1,61.39,124.98,3.61,11404.27
1,1,63.47,113.80,1.53,11404.27
1,1,65.54,101.04,-0.54,11404.27
1,1,67.24,85.35,-2.24,11404.27
1,1,71.93,1.52,-6.93,11404.27
1,1,73.09,-74.30,-8.09,11404.27
1,1,67.98,-88.13,-2.98,11404.27
1,1,62.98,-62.88,2.02,11404.27
1,1,56.94,30.91,8.06,11404.27
1,1,54.18,149.84,10.82,11404.27
1,1,52.67,172.19,12.33,11404.27
1,1,51.04,182.06,13.96,11404.27
1,1,51.51,178.12,13.49,11404.27
1,1,51.63,177.57,13.37,11404.27
