Ger,Ind,Dist,PWM,Erro,Gbest_Erro
25,3,39.93,215.05,25.07,10855.48
25,3,39.94,214.99,25.06,10855.48
25,3,39.95,214.95,25.05,10855.48
25,3,39.96,214.92,25.04,10855.48
25,3,39.96,214.90,25.04,10855.48
25,3,39.96,214.88,25.04,10855.48
25,3,39.97,214.86,25.03,10855.48
25,3,40.34,212.94,24.66,10855.48
25,3,43.01,199.09,21.99,10855.48
25,3,48.64,173.41,16.36,10855.48
25,3,60.63,111.90,4.37,10855.48
25,3,62.04,104.97,2.96,10855.48
25,3,64.08,93.83,0.92,10855.48
25,3,73.20,-7.18,-8.20,10855.48
25,3,69.46,-39.06,-4.46,10855.48
25,3,55.24,53.58,9.76,10855.48
25,3,44.95,190.94,20.05,10855.48
25,3,43.15,199.17,21.85,10855.48
25,3,44.91,189.85,20.09,10855.48
25,3,48.68,171.35,16.32,10855.48
25,3,52.19,153.89,12.81,10855.48
25,3,58.68,121.53,6.32,10855.48
25,3,68.43,60.06,-3.43,10855.48
25,3,72.41,-15.75,-7.41,10855.48
25,3,63.15,-0.21,1.85,10855.48
25,3,54.18,113.86,10.82,10855.48
25,3,47.67,176.90,17.33,10855.48
25,3,47.12,179.40,17.88,10855.48
25,3,47.43,177.81,17.57,10855.48
25,3,48.33,173.11,16.67,10855.48
25,3,53.91,145.12,11.09,10855.48
25,3,62.89,100.34,2.11,10855.48
25,3,66.57,78.24,-1.57,10855.48
25,3,63.95,76.43,1.05,10855.48
25,3,63.69,83.68,1.31,10855.48
25,3,60.03,115.79,4.97,10855.48
25,3,56.69,132.26,8.31,10855.48
25,3,54.08,145.99,10.92,10855.48
25,3,56.80,130.43,8.20,10855.48
25,3,66.73,77.86,-1.73,10855.48
25,3,65.87,54.08,-0.87,10855.48
25,3,65.19,46.28,-0.19,10855.48
25,3,59.70,100.61,5.30,10855.48
25,3,55.62,137.64,9.38,10855.48
25,3,55.04,140.17,9.96,10855.48
25,3,53.77,147.10,11.23,10855.48
25,3,54.76,141.44,10.24,10855.48
25,3,57.22,128.94,7.78,10855.48
25,3,60.54,112.10,4.46,10855.48
25,3,61.57,107.07,3.43,10855.48
25,3,59.32,120.42,5.68,10855.48
25,3,60.06,115.23,4.94,10855.48
25,3,57.66,128.22,7.34,10855.48
25,3,60.12,114.80,4.88,10855.48
25,3,60.95,110.25,4.05,10855.48
25,3,62.46,102.03,2.54,10855.48
25,3,66.02,82.32,-1.02,10855.48
25,3,63.91,96.18,1.09,10855.48
25,3,63.52,98.17,1.48,10855.48
25,3,61.09,111.24,3.91,10855.48
25,3,61.00,110.80,4.00,10855.48
25,3,58.32,123.92,6.68,10855.48
25,3,57.02,131.27,7.98,10855.48
25,3,59.65,117.06,5.35,10855.48
25,3,62.54,102.75,2.46,10855.48
25,3,62.56,102.03,2.44,10855.48
25,3,63.83,96.56,1.17,10855.48
25,3,62.35,104.01,2.65,10855.48
25,3,60.15,114.80,4.85,10855.48
25,3,58.40,123.45,6.60,10855.48
25,3,57.85,126.88,7.15,10855.48
25,3,57.61,128.84,7.39,10855.48
25,3,63.35,98.58,1.65,10855.48
25,3,63.69,97.23,1.31,10855.48
25,3,63.85,96.59,1.15,10855.48
25,3,62.14,105.12,2.86,10855.48
25,3,60.78,111.76,4.22,10855.48
25,3,58.02,125.38,6.98,10855.48
25,3,57.92,125.89,7.08,10855.48
25,3,58.55,122.64,6.45,10855.48
25,3,59.30,118.69,5.70,10855.48
25,3,58.98,120.17,6.02,10855.48
25,3,61.27,109.08,3.73,10855.48
25,3,59.89,117.30,5.11,10855.48
25,3,60.82,111.43,4.18,10855.48
25,3,60.77,111.47,4.23,10855.48
25,3,60.05,114.86,4.95,10855.48
25,3,63.19,99.47,1.81,10855.48
25,3,62.93,100.89,2.07,10855.48
25,3,63.58,97.72,1.42,10855.48
25,3,63.28,99.35,1.72,10855.48
25,3,61.12,110.13,3.88,10855.48
25,3,59.17,119.65,5.83,10855.48
25,3,57.59,128.41,7.41,10855.48
25,3,58.32,124.09,6.68,10855.48
25,3,60.44,112.53,4.56,10855.48
25,3,63.13,99.75,1.87,10855.48
25,3,64.79,91.74,0.21,10855.48
25,3,62.84,101.21,2.16,10855.48
25,3,62.22,104.59,2.78,10855.48
25,3,59.67,117.12,5.33,10855.48
26,0,20.48,392.95,44.52,10855.48
26,0,38.19,224.24,26.81,10855.48
26,0,39.52,219.46,25.48,10855.48
26,0,39.75,218.42,25.25,10855.48
26,0,39.84,218.01,25.16,10855.48
26,0,39.88,217.80,25.12,10855.48
26,0,39.91,217.67,25.09,10855.48
26,0,39.93,217.59,25.07,10855.48
26,0,39.94,217.53,25.06,10855.48
26,0,39.95,217.48,25.05,10855.48
26,0,39.95,217.45,25.05,10855.48
26,0,39.96,217.42,25.04,10855.48
26,0,39.96,217.40,25.04,10855.48
26,0,39.97,217.38,25.03,10855.48
26,0,39.97,217.36,25.03,10855.48
26,0,41.76,206.98,23.24,10855.48
26,0,52.19,147.82,12.81,10855.48
26,0,59.43,114.86,5.57,10855.48
26,0,58.90,127.58,6.10,10855.48
26,0,61.17,110.36,3.83,10855.48
26,0,63.44,95.57,1.56,10855.48
26,0,75.43,-11.16,-10.43,10855.48
26,0,73.05,-80.42,-8.05,10855.48
26,0,61.07,-35.06,3.93,10855.48
26,0,49.58,131.33,15.42,10855.48
26,0,43.08,202.63,21.92,10855.48
26,0,41.67,209.51,23.33,10855.48
26,0,43.98,196.95,21.02,10855.48
26,0,44.62,193.78,20.38,10855.48
26,0,45.71,187.85,19.29,10855.48
26,0,49.99,163.62,15.01,10855.48
26,0,56.23,129.18,8.77,10855.48
26,0,64.43,92.17,0.57,10855.48
26,0,63.81,93.17,1.19,10855.48
26,0,55.46,147.62,9.54,10855.48
26,0,61.55,109.01,3.45,10855.48
26,0,62.19,103.99,2.81,10855.48
26,0,61.26,115.62,3.74,10855.48
26,0,70.68,34.57,-5.68,10855.48
26,0,70.02,-12.90,-5.02,10855.48
26,0,65.34,-8.19,-0.34,10855.48
26,0,55.38,110.33,9.62,10855.48
26,0,49.01,171.59,15.99,10855.48
26,0,49.04,171.60,15.96,10855.48
26,0,48.35,176.62,16.65,10855.48
26,0,49.09,171.20,15.91,10855.48
26,0,49.49,168.44,15.51,10855.48
26,0,53.28,148.71,11.72,10855.48
26,0,57.94,125.46,7.06,10855.48
26,0,58.82,120.67,6.18,10855.48
26,0,58.02,131.14,6.98,10855.48
26,0,60.71,111.88,4.29,10855.48
26,0,60.04,115.36,4.96,10855.48
26,0,61.16,108.23,3.84,10855.48
26,0,65.06,86.87,-0.06,10855.48
26,0,65.44,69.54,-0.44,10855.48
26,0,67.08,34.15,-2.08,10855.48
26,0,62.68,71.23,2.32,10855.48
26,0,60.80,112.53,4.20,10855.48
26,0,58.29,126.00,6.71,10855.48
26,0,55.56,138.71,9.44,10855.48
26,0,54.90,141.09,10.10,10855.48
26,0,54.80,147.09,10.20,10855.48
26,0,63.14,98.79,1.86,10855.48
26,0,66.12,79.78,-1.12,10855.48
26,0,66.20,68.24,-1.20,10855.48
26,0,65.44,64.95,-0.44,10855.48
26,0,63.58,79.86,1.42,10855.48
26,0,57.84,128.12,7.16,10855.48
26,0,54.71,147.22,10.29,10855.48
26,0,55.44,138.58,9.56,10855.48
26,0,58.21,124.42,6.79,10855.48
26,0,62.29,103.32,2.71,10855.48
26,0,63.85,97.37,1.15,10855.48
26,0,62.85,101.41,2.15,10855.48
26,0,62.28,105.88,2.72,10855.48
26,0,62.52,103.68,2.48,10855.48
26,0,62.23,105.31,2.77,10855.48
26,0,62.14,105.48,2.86,10855.48
26,0,63.08,100.32,1.92,10855.48
26,0,64.61,92.58,0.39,10855.48
26,0,64.78,92.51,0.22,10855.48
26,0,64.32,94.18,0.68,10855.48
26,0,60.09,120.92,4.91,10855.48
26,0,60.33,114.72,4.67,10855.48
26,0,60.67,112.96,4.33,10855.48
26,0,60.32,113.69,4.68,10855.48
26,0,63.68,96.96,1.32,10855.48
26,0,65.51,86.69,-0.51,10855.48
26,0,66.28,73.87,-1.28,10855.48
26,0,64.96,76.83,0.04,10855.48
26,0,61.72,107.49,3.28,10855.48
26,0,58.14,130.49,6.86,10855.48
26,0,58.71,122.75,6.29,10855.48
26,0,58.09,125.31,6.91,10855.48
26,0,59.41,118.61,5.59,10855.48
26,0,61.67,107.17,3.33,10855.48
26,0,60.19,115.40,4.81,10855.48
26,0,59.16,120.12,5.84,10855.48
26,0,58.88,122.39,6.12,10855.48
26,0,64.24,92.05,0.76,10855.48
26,0,66.44,73.94,-1.44,10855.48
26,0,63.94,87.15,1.06,10855.48
26,0,64.31,91.37,0.69,10855.48
26,0,61.98,105.98,3.02,10855.48
26,0,60.52,117.23,4.48,10855.48
26,0,62.11,105.49,2.89,10855.48
26,0,61.92,107.48,3.08,10855.48
26,1,21.52,286.75,43.48,10855.48
26,1,38.50,210.53,26.50,10855.48
26,1,39.56,205.17,25.44,10855.48
26,1,39.77,204.13,25.23,10855.48
26,1,39.85,203.72,25.15,10855.48
26,1,39.89,203.52,25.11,10855.48
26,1,39.91,203.39,25.09,10855.48
26,1,39.93,203.31,25.07,10855.48
26,1,39.94,203.25,25.06,10855.48
26,1,39.95,203.21,25.05,10855.48
26,1,39.95,203.17,25.05,10855.48
26,1,39.96,203.15,25.04,10855.48
26,1,40.86,198.59,24.14,10855.48
26,1,48.60,159.29,16.40,10855.48
26,1,58.33,109.94,6.67,10855.48
26,1,64.28,67.04,0.72,10855.48
26,1,71.92,-36.04,-6.92,10855.48
26,1,64.04,-10.84,0.96,10855.48
26,1,50.89,126.19,14.11,10855.48
26,1,43.87,183.31,21.13,10855.48
26,1,44.29,181.16,20.71,10855.48
26,1,45.90,173.01,19.10,10855.48
26,1,48.38,160.42,16.62,10855.48
26,1,65.43,73.29,-0.43,10855.48
26,1,74.42,-14.46,-9.42,10855.48
26,1,68.48,-12.91,-3.48,10855.48
26,1,58.21,62.82,6.79,10855.48
26,1,50.37,150.33,14.63,10855.48
26,1,47.55,164.62,17.45,10855.48
26,1,48.10,161.82,16.90,10855.48
26,1,49.82,153.11,15.18,10855.48
26,1,51.05,146.88,13.95,10855.48
26,1,52.78,138.10,12.22,10855.48
26,1,62.61,88.21,2.39,10855.48
26,1,70.99,27.47,-5.99,10855.48
26,1,67.69,25.79,-2.69,10855.48
26,1,61.53,64.68,3.47,10855.48
26,1,54.78,127.94,10.22,10855.48
26,1,50.08,151.78,14.92,10855.48
26,1,50.51,149.62,14.49,10855.48
26,1,51.13,146.47,13.87,10855.48
26,1,54.65,128.59,10.35,10855.48
26,1,61.10,95.91,3.90,10855.48
26,1,65.00,76.08,-0.00,10855.48
26,1,63.82,82.09,1.18,10855.48
26,1,61.03,96.24,3.97,10855.48
26,1,58.61,108.54,6.39,10855.48
26,1,56.58,118.81,8.42,10855.48
26,1,55.93,122.10,9.07,10855.48
26,1,55.83,122.61,9.17,10855.48
26,1,59.72,102.87,5.28,10855.48
26,1,64.08,80.78,0.92,10855.48
26,1,64.25,79.93,0.75,10855.48
26,1,63.10,85.72,1.90,10855.48
26,1,60.40,99.43,4.60,10855.48
26,1,56.81,117.65,8.19,10855.48
26,1,53.55,134.19,11.45,10855.48
26,1,52.86,137.68,12.14,10855.48
26,1,54.89,127.39,10.11,10855.48
26,1,60.80,97.41,4.20,10855.48
26,1,62.68,87.85,2.32,10855.48
26,1,61.15,95.63,3.85,10855.48
26,1,60.70,97.91,4.30,10855.48
26,1,59.31,104.98,5.69,10855.48
26,1,60.27,100.10,4.73,10855.48
26,1,60.97,96.57,4.03,10855.48
26,1,62.46,88.99,2.54,10855.48
26,1,63.16,85.44,1.84,10855.48
26,1,62.09,90.87,2.91,10855.48
26,1,60.07,101.12,4.93,10855.48
26,1,58.42,109.49,6.58,10855.48
26,1,58.33,109.96,6.67,10855.48
26,1,58.13,110.95,6.87,10855.48
26,1,57.35,114.92,7.65,10855.48
26,1,58.31,110.05,6.69,10855.48
26,1,60.60,98.44,4.40,10855.48
26,1,59.62,103.42,5.38,10855.48
26,1,60.41,99.38,4.59,10855.48
26,1,60.32,99.82,4.68,10855.48
26,1,59.85,102.21,5.15,10855.48
26,1,58.83,107.40,6.17,10855.48
26,1,57.26,115.37,7.74,10855.48
26,1,55.31,125.26,9.69,10855.48
26,1,56.20,120.75,8.80,10855.48
26,1,58.79,107.61,6.21,10855.48
26,1,60.19,100.49,4.81,10855.48
26,1,61.04,96.17,3.96,10855.48
26,1,60.08,101.06,4.92,10855.48
26,1,57.41,114.59,7.59,10855.48
26,1,56.07,121.40,8.93,10855.48
26,1,57.51,114.08,7.49,10855.48
26,1,58.63,108.40,6.37,10855.48
26,1,59.72,102.89,5.28,10855.48
26,1,59.17,105.68,5.83,10855.48
26,1,59.72,102.89,5.28,10855.48
26,1,59.14,105.81,5.86,10855.48
26,1,58.58,108.69,6.42,10855.48
26,1,58.32,110.00,6.68,10855.48
26,1,57.20,115.67,7.80,10855.48
26,1,57.24,115.48,7.76,10855.48
26,1,58.11,111.07,6.89,10855.48
26,1,57.90,112.12,7.10,10855.48
26,1,58.59,108.60,6.41,10855.48
26,1,60.47,99.08,4.53,10855.48
26,1,61.12,95.79,3.88,10855.48
26,1,59.79,102.52,5.21,10855.48
26,1,61.04,96.17,3.96,10855.48
26,1,62.80,87.25,2.20,10855.48
26,1,61.05,96.16,3.95,10855.48
26,2,21.36,299.93,43.64,10855.48
26,2,38.43,227.87,26.57,10855.48
26,2,39.55,222.36,25.45,10855.48
26,2,39.76,221.32,25.24,10855.48
26,2,39.84,220.91,25.16,10855.48
26,2,39.89,220.71,25.11,10855.48
26,2,39.91,220.58,25.09,10855.48
26,2,39.93,220.50,25.07,10855.48
26,2,39.94,220.44,25.06,10855.48
26,2,39.95,220.40,25.05,10855.48
26,2,39.95,220.37,25.05,10855.48
26,2,40.55,217.44,24.45,10855.48
26,2,45.07,195.12,19.93,10855.48
26,2,51.00,165.80,14.00,10855.48
26,2,56.22,140.01,8.78,10855.48
26,2,63.15,105.77,1.85,10855.48
26,2,85.87,-93.46,-20.87,10855.48
26,2,86.88,-204.75,-21.88,10855.48
26,2,60.72,-67.23,4.28,10855.48
26,2,45.00,151.58,20.00,10855.48
26,2,41.35,213.49,23.65,10855.48
26,2,41.94,210.53,23.06,10855.48
26,2,43.12,204.74,21.88,10855.48
26,2,42.72,206.70,22.28,10855.48
26,2,45.29,194.00,19.71,10855.48
26,2,48.48,178.25,16.52,10855.48
26,2,50.45,168.50,14.55,10855.48
26,2,64.46,99.32,0.54,10855.48
26,2,64.39,83.21,0.61,10855.48
26,2,63.49,79.14,1.51,10855.48
26,2,60.00,121.31,5.00,10855.48
26,2,55.68,142.66,9.32,10855.48
26,2,56.52,138.51,8.48,10855.48
26,2,58.47,128.88,6.53,10855.48
26,2,65.86,90.75,-0.86,10855.48
26,2,73.72,7.40,-8.72,10855.48
26,2,72.52,-51.29,-7.52,10855.48
26,2,60.75,4.22,4.25,10855.48
26,2,52.68,139.20,12.32,10855.48
26,2,48.88,176.27,16.12,10855.48
26,2,47.43,183.42,17.57,10855.48
26,2,47.27,184.23,17.73,10855.48
26,2,48.11,180.08,16.89,10855.48
26,2,48.43,178.50,16.57,10855.48
26,2,53.68,152.54,11.32,10855.48
26,2,58.60,128.23,6.40,10855.48
26,2,62.70,107.98,2.30,10855.48
26,2,65.71,90.43,-0.71,10855.48
26,2,65.13,88.22,-0.13,10855.48
26,2,63.06,106.20,1.94,10855.48
26,2,64.11,101.04,0.89,10855.48
26,2,66.73,81.94,-1.73,10855.48
26,2,67.70,53.37,-2.70,10855.48
26,2,66.22,41.53,-1.22,10855.48
26,2,58.88,95.91,6.12,10855.48
26,2,54.92,146.42,10.08,10855.48
26,2,53.50,153.44,11.50,10855.48
26,2,54.30,149.51,10.70,10855.48
26,2,56.93,136.52,8.07,10855.48
26,2,57.24,134.99,7.76,10855.48
26,2,61.94,111.73,3.06,10855.48
26,2,66.18,88.52,-1.18,10855.48
26,2,65.14,90.43,-0.14,10855.48
26,2,63.81,102.49,1.19,10855.48
26,2,62.15,110.73,2.85,10855.48
26,2,62.43,109.32,2.57,10855.48
26,2,62.21,110.44,2.79,10855.48
26,2,63.06,106.19,1.94,10855.48
26,2,62.33,109.83,2.67,10855.48
26,2,65.66,92.07,-0.66,10855.48
26,2,64.51,93.97,0.49,10855.48
26,2,64.67,95.63,0.33,10855.48
26,2,63.70,103.05,1.30,10855.48
26,2,62.27,110.11,2.73,10855.48
26,2,61.03,116.25,3.97,10855.48
26,2,58.81,127.21,6.19,10855.48
26,2,59.38,124.37,5.62,10855.48
26,2,63.23,105.39,1.77,10855.48
26,2,64.47,99.24,0.53,10855.48
26,2,64.60,98.60,0.40,10855.48
26,2,62.67,108.13,2.33,10855.48
26,2,62.19,110.51,2.81,10855.48
26,2,62.13,110.83,2.87,10855.48
26,2,60.83,117.22,4.17,10855.48
26,2,62.23,110.31,2.77,10855.48
26,2,64.36,99.79,0.64,10855.48
26,2,65.22,95.15,-0.22,10855.48
26,2,65.43,90.55,-0.43,10855.48
26,2,63.86,102.24,1.14,10855.48
26,2,61.12,115.80,3.88,10855.48
26,2,60.80,117.37,4.20,10855.48
26,2,61.85,112.18,3.15,10855.48
26,2,64.08,101.17,0.92,10855.48
26,2,64.66,98.30,0.34,10855.48
26,2,64.30,100.11,0.70,10855.48
26,2,63.35,104.79,1.65,10855.48
26,2,63.76,102.74,1.24,10855.48
26,2,62.83,107.37,2.17,10855.48
26,2,60.77,117.54,4.23,10855.48
26,2,59.85,122.07,5.15,10855.48
26,2,60.49,118.89,4.51,10855.48
26,2,62.07,111.09,2.93,10855.48
26,2,65.16,95.56,-0.16,10855.48
26,2,63.75,99.62,1.25,10855.48
26,2,63.50,104.05,1.50,10855.48
26,2,59.31,124.76,5.69,10855.48
26,2,57.84,131.99,7.16,10855.48
26,2,60.86,117.11,4.14,10855.48
26,2,60.32,119.75,4.68,10855.48
26,3,22.38,308.15,42.62,10855.48
26,3,38.64,209.16,26.36,10855.48
26,3,39.58,204.66,25.42,10855.48
26,3,39.77,203.71,25.23,10855.48
26,3,39.85,203.32,25.15,10855.48
26,3,39.89,203.12,25.11,10855.48
26,3,39.91,203.00,25.09,10855.48
26,3,39.93,202.92,25.07,10855.48
26,3,39.94,202.86,25.06,10855.48
26,3,39.95,202.82,25.05,10855.48
26,3,39.95,202.79,25.05,10855.48
26,3,39.96,202.76,25.04,10855.48
26,3,39.97,202.70,25.03,10855.48
26,3,41.10,196.61,23.90,10855.48
26,3,49.99,149.68,15.01,10855.48
26,3,58.62,106.38,6.38,10855.48
26,3,60.83,95.20,4.17,10855.48
26,3,60.56,96.87,4.44,10855.48
26,3,56.97,116.54,8.03,10855.48
26,3,58.54,105.80,6.46,10855.48
26,3,66.01,65.65,-1.01,10855.48
26,3,67.65,50.29,-2.65,10855.48
26,3,67.70,28.98,-2.70,10855.48
26,3,61.62,67.50,3.38,10855.48
26,3,49.95,153.88,15.05,10855.48
26,3,49.96,151.26,15.04,10855.48
26,3,51.62,142.45,13.38,10855.48
26,3,53.09,134.29,11.91,10855.48
26,3,63.68,79.20,1.32,10855.48
26,3,72.45,8.09,-7.45,10855.48
26,3,70.96,-32.84,-5.96,10855.48
26,3,61.27,13.42,3.73,10855.48
26,3,48.01,163.39,16.99,10855.48
26,3,46.13,170.88,18.87,10855.48
26,3,46.99,166.50,18.01,10855.48
26,3,48.19,160.28,16.81,10855.48
26,3,48.60,157.83,16.40,10855.48
26,3,53.01,135.09,11.99,10855.48
26,3,60.31,96.67,4.69,10855.48
26,3,64.67,75.50,0.33,10855.48
26,3,63.87,79.86,1.13,10855.48
26,3,60.71,96.23,4.29,10855.48
26,3,55.11,125.15,9.89,10855.48
26,3,52.95,135.79,12.05,10855.48
26,3,53.30,134.10,11.70,10855.48
26,3,57.68,111.09,7.32,10855.48
26,3,61.46,91.69,3.54,10855.48
26,3,60.83,97.13,4.17,10855.48
26,3,59.09,106.04,5.91,10855.48
26,3,57.12,114.53,7.88,10855.48
26,3,58.02,109.26,6.98,10855.48
26,3,57.89,110.03,7.11,10855.48
26,3,58.66,106.15,6.34,10855.48
26,3,60.80,95.10,4.20,10855.48
26,3,63.92,79.17,1.08,10855.48
26,3,64.49,76.59,0.51,10855.48
26,3,62.73,86.53,2.27,10855.48
26,3,59.90,100.09,5.10,10855.48
26,3,58.19,108.80,6.81,10855.48
26,3,58.10,109.41,6.90,10855.48
26,3,55.79,122.26,9.21,10855.48
26,3,54.97,125.16,10.03,10855.48
26,3,56.86,115.28,8.14,10855.48
26,3,60.93,94.35,4.07,10855.48
26,3,62.64,86.25,2.36,10855.48
26,3,63.36,82.31,1.64,10855.48
26,3,63.11,83.65,1.89,10855.48
26,3,60.59,97.63,4.41,10855.48
26,3,57.31,113.40,7.69,10855.48
26,3,57.35,113.17,7.65,10855.48
26,3,57.09,114.34,7.91,10855.48
26,3,59.37,102.40,5.63,10855.48
26,3,61.90,89.70,3.10,10855.48
26,3,62.68,85.83,2.32,10855.48
26,3,59.59,101.51,5.41,10855.48
26,3,60.05,99.31,4.95,10855.48
26,3,59.58,101.91,5.42,10855.48
26,3,59.08,104.43,5.92,10855.48
26,3,57.49,112.49,7.51,10855.48
26,3,57.98,109.45,7.02,10855.48
26,3,59.69,100.99,5.31,10855.48
26,3,60.52,96.97,4.48,10855.48
26,3,60.10,99.19,4.90,10855.48
26,3,58.90,105.34,6.10,10855.48
26,3,57.90,110.53,7.10,10855.48
26,3,54.79,127.58,10.21,10855.48
26,3,55.07,124.92,9.93,10855.48
26,3,55.31,123.58,9.69,10855.48
26,3,56.56,116.97,8.44,10855.48
26,3,58.61,105.91,6.39,10855.48
26,3,60.08,98.89,4.92,10855.48
26,3,60.28,98.18,4.72,10855.48
26,3,59.73,101.05,5.27,10855.48
26,3,59.28,103.37,5.72,10855.48
26,3,58.13,109.13,6.87,10855.48
26,3,59.39,102.39,5.61,10855.48
26,3,60.65,96.20,4.35,10855.48
26,3,61.20,93.23,3.80,10855.48
26,3,60.24,98.20,4.76,10855.48
26,3,59.20,103.63,5.80,10855.48
26,3,59.92,100.00,5.08,10855.48
26,3,59.50,102.24,5.50,10855.48
26,3,58.19,109.63,6.81,10855.48
26,3,60.21,98.00,4.79,10855.48
26,3,61.19,93.25,3.81,10855.48
26,3,60.95,94.68,4.05,10855.48
26,3,61.18,93.54,3.82,10855.48
26,3,61.16,93.62,3.84,10855.48
26,3,55.36,125.39,9.64,10855.48
27,0,24.27,277.32,40.73,10855.48
27,0,38.93,223.41,26.07,10855.48
27,0,39.64,220.00,25.36,10855.48
27,0,39.80,219.23,25.20,10855.48
27,0,39.86,218.91,25.14,10855.48
27,0,39.90,218.74,25.10,10855.48
27,0,39.92,218.63,25.08,10855.48
27,0,39.93,218.56,25.07,10855.48
27,0,39.94,218.51,25.06,10855.48
27,0,39.95,218.48,25.05,10855.48
27,0,39.96,218.45,25.04,10855.48
27,0,39.96,218.42,25.04,10855.48
27,0,39.97,218.41,25.03,10855.48
27,0,40.02,218.15,24.98,10855.48
27,0,44.72,195.30,20.28,10855.48
27,0,61.78,112.65,3.22,10855.48
27,0,66.23,73.22,-1.23,10855.48
27,0,60.73,117.71,4.27,10855.48
27,0,55.43,143.49,9.57,10855.48
27,0,65.19,95.73,-0.19,10855.48
27,0,79.45,-76.17,-14.45,10855.48
27,0,71.19,-126.85,-6.19,10855.48
27,0,59.76,-52.75,5.24,10855.48
27,0,45.72,176.95,19.28,10855.48
27,0,41.37,211.62,23.63,10855.48
27,0,41.43,211.32,23.57,10855.48
27,0,41.14,212.73,23.86,10855.48
27,0,43.11,203.14,21.89,10855.48
27,0,43.54,201.09,21.46,10855.48
27,0,43.71,200.24,21.29,10855.48
27,0,44.54,196.28,20.46,10855.48
27,0,52.26,158.79,12.74,10855.48
27,0,58.69,127.63,6.31,10855.48
27,0,70.58,54.39,-5.58,10855.48
27,0,75.47,-54.03,-10.47,10855.48
27,0,66.43,-57.11,-1.43,10855.48
27,0,52.56,83.21,12.44,10855.48
27,0,46.37,187.37,18.63,10855.48
27,0,45.16,193.25,19.84,10855.48
27,0,46.48,186.86,18.52,10855.48
27,0,49.44,172.51,15.56,10855.48
27,0,53.06,154.94,11.94,10855.48
27,0,52.89,155.81,12.11,10855.48
27,0,54.61,147.43,10.39,10855.48
27,0,63.84,102.65,1.16,10855.48
27,0,72.99,2.55,-7.99,10855.48
27,0,73.98,-90.83,-8.98,10855.48
27,0,60.52,-57.03,4.48,10855.48
27,0,53.56,67.89,11.44,10855.48
27,0,48.13,178.85,16.87,10855.48
27,0,46.85,185.06,18.15,10855.48
27,0,47.49,181.96,17.51,10855.48
27,0,47.15,183.58,17.85,10855.48
27,0,46.80,185.28,18.20,10855.48
27,0,47.07,183.98,17.93,10855.48
27,0,48.38,177.63,16.62,10855.48
27,0,50.42,167.73,14.58,10855.48
27,0,53.41,153.27,11.59,10855.48
27,0,53.27,153.97,11.73,10855.48
27,0,56.60,137.79,8.40,10855.48
27,0,57.44,133.74,7.56,10855.48
27,0,58.88,126.75,6.12,10855.48
27,0,62.95,107.03,2.05,10855.48
27,0,67.65,67.68,-2.65,10855.48
27,0,64.51,65.62,0.49,10855.48
27,0,61.13,106.10,3.87,10855.48
27,0,58.36,129.25,6.64,10855.48
27,0,58.01,130.97,6.99,10855.48
27,0,58.59,128.18,6.41,10855.48
27,0,59.40,124.25,5.60,10855.48
27,0,61.01,116.43,3.99,10855.48
27,0,65.05,96.71,-0.05,10855.48
27,0,66.69,83.00,-1.69,10855.48
27,0,66.70,65.86,-1.70,10855.48
27,0,64.34,74.28,0.66,10855.48
27,0,58.11,130.56,6.89,10855.48
27,0,55.27,144.21,9.73,10855.48
27,0,56.37,138.89,8.63,10855.48
27,0,56.30,139.27,8.70,10855.48
27,0,59.51,123.69,5.49,10855.48
27,0,61.37,114.65,3.63,10855.48
27,0,62.95,107.01,2.05,10855.48
27,0,63.41,104.80,1.59,10855.48
27,0,61.17,115.68,3.83,10855.48
27,0,60.20,120.34,4.80,10855.48
27,0,58.63,127.98,6.37,10855.48
27,0,59.64,123.08,5.36,10855.48
27,0,61.22,115.41,3.78,10855.48
27,0,61.78,112.69,3.22,10855.48
27,0,62.55,108.94,2.45,10855.48
27,0,63.12,106.23,1.88,10855.48
27,0,63.59,103.92,1.41,10855.48
27,0,61.98,111.73,3.02,10855.48
27,0,61.53,113.93,3.47,10855.48
27,0,61.88,112.20,3.12,10855.48
27,0,61.29,115.07,3.71,10855.48
27,0,63.51,104.30,1.49,10855.48
27,0,60.00,121.36,5.00,10855.48
27,0,57.95,131.27,7.05,10855.48
27,0,57.90,131.49,7.10,10855.48
27,0,62.84,107.53,2.16,10855.48
27,0,64.55,99.26,0.45,10855.48
27,0,65.33,94.87,-0.33,10855.48
27,0,67.47,65.54,-2.47,10855.48
27,0,64.50,68.61,0.50,10855.48
27,0,61.62,112.56,3.38,10855.48
27,0,59.21,125.19,5.79,10855.48
27,0,59.98,121.40,5.02,10855.48
27,1,20.24,296.91,44.76,10855.48
27,1,38.06,216.29,26.94,10855.48
27,1,39.50,209.09,25.50,10855.48
27,1,39.74,207.87,25.26,10855.48
27,1,39.83,207.42,25.17,10855.48
27,1,39.88,207.19,25.12,10855.48
27,1,39.91,207.06,25.09,10855.48
27,1,39.92,206.97,25.08,10855.48
27,1,39.94,206.91,25.06,10855.48
27,1,39.95,206.86,25.05,10855.48
27,1,39.95,206.83,25.05,10855.48
27,1,39.96,206.80,25.04,10855.48
27,1,39.96,206.78,25.04,10855.48
27,1,39.97,206.76,25.03,10855.48
27,1,39.97,206.74,25.03,10855.48
27,1,39.97,206.73,25.03,10855.48
