Iteracao,Particula,Distancia,PWM,Erro_Atual,Gbest_Erro, Passo
0,0,58.31,-83.40,-8.31,10000000.00,0.90
0,0,52.95,-63.48,-2.95,10000000.00,0.90
0,0,47.98,-41.49,2.02,10000000.00,0.90
0,0,43.94,-1.95,6.06,10000000.00,0.90
0,0,41.22,48.92,8.78,10000000.00,0.90
0,0,39.94,89.95,10.06,10000000.00,0.90
0,0,39.10,93.08,10.90,10000000.00,0.90
0,0,39.06,93.20,10.94,10000000.00,0.90
0,0,39.64,91.04,10.36,10000000.00,0.90
0,0,40.87,86.48,9.13,10000000.00,0.90
0,0,43.27,77.55,6.73,10000000.00,0.90
0,0,49.01,56.16,0.99,10000000.00,0.90
0,0,55.95,12.65,-5.95,10000000.00,0.90
0,0,59.94,-47.17,-9.94,10000000.00,0.90
0,0,61.88,-96.72,-11.88,10000000.00,0.90
0,0,62.88,-100.46,-12.88,10000000.00,0.90
0,0,63.39,-102.33,-13.39,10000000.00,0.90
0,0,61.83,-96.53,-11.83,10000000.00,0.90
0,0,57.91,-81.91,-7.91,10000000.00,0.90
0,0,52.46,-61.65,-2.46,10000000.00,0.90
0,0,47.29,-36.58,2.71,10000000.00,0.90
0,0,44.05,0.61,5.95,10000000.00,0.90
0,0,41.80,47.76,8.20,10000000.00,0.90
0,0,40.56,87.64,9.44,10000000.00,0.90
0,0,39.82,90.40,10.18,10000000.00,0.90
0,0,39.49,91.63,10.51,10000000.00,0.90
0,0,39.92,90.02,10.08,10000000.00,0.90
0,0,40.39,88.26,9.61,10000000.00,0.90
0,0,42.42,80.71,7.58,10000000.00,0.90
0,0,47.07,63.40,2.93,10000000.00,0.90
0,0,54.44,26.10,-4.44,10000000.00,0.90
0,0,59.18,-31.05,-9.18,10000000.00,0.90
0,0,61.51,-95.33,-11.51,10000000.00,0.90
0,0,62.68,-99.71,-12.68,10000000.00,0.90
0,0,63.32,-102.10,-13.32,10000000.00,0.90
0,0,62.52,-99.08,-12.52,10000000.00,0.90
0,0,59.75,-88.80,-9.75,10000000.00,0.90
0,0,55.20,-71.84,-5.20,10000000.00,0.90
0,0,50.44,-54.12,-0.44,10000000.00,0.90
0,0,45.83,-24.61,4.17,10000000.00,0.90
0,0,42.95,17.39,7.05,10000000.00,0.90
0,0,40.88,69.25,9.12,10000000.00,0.90
0,0,39.71,90.80,10.29,10000000.00,0.90
0,0,39.03,93.34,10.97,10000000.00,0.90
0,0,39.14,92.94,10.86,10000000.00,0.90
0,0,39.69,90.89,10.31,10000000.00,0.90
0,0,40.85,86.55,9.15,10000000.00,0.90
0,0,43.01,78.51,6.99,10000000.00,0.90
0,0,49.58,54.03,0.42,10000000.00,0.90
0,0,56.43,7.98,-6.43,10000000.00,0.90
0,0,60.20,-52.80,-10.20,10000000.00,0.90
0,0,62.02,-97.24,-12.02,10000000.00,0.90
0,0,62.96,-100.75,-12.96,10000000.00,0.90
0,0,63.43,-102.47,-13.43,10000000.00,0.90
0,0,62.01,-97.18,-12.01,10000000.00,0.90
0,0,57.97,-82.17,-7.97,10000000.00,0.90
0,0,52.74,-62.67,-2.74,10000000.00,0.90
0,1,20.41,129.49,29.59,26638.04,0.90
0,1,27.03,145.74,22.97,26638.04,0.90
0,1,30.51,137.25,19.49,26638.04,0.90
0,1,32.18,133.16,17.82,26638.04,0.90
0,1,33.06,131.01,16.94,26638.04,0.90
0,1,36.40,122.74,13.60,26638.04,0.90
0,1,48.03,93.82,1.97,26638.04,0.90
0,1,57.24,34.41,-7.24,26638.04,0.90
0,1,60.99,-61.96,-10.99,26638.04,0.90
0,1,62.56,-120.26,-12.56,26638.04,0.90
0,1,63.33,-122.14,-13.33,26638.04,0.90
0,1,63.76,-123.21,-13.76,26638.04,0.90
0,1,64.04,-123.88,-14.04,26638.04,0.90
0,1,64.22,-124.33,-14.22,26638.04,0.90
0,1,62.08,-118.98,-12.08,26638.04,0.90
0,1,55.86,-103.53,-5.86,26638.04,0.90
0,1,46.35,-69.89,3.65,26638.04,0.90
0,1,40.79,9.18,9.21,26638.04,0.90
0,1,38.34,111.88,11.66,26638.04,0.90
0,1,37.18,120.89,12.82,26638.04,0.90
0,1,36.56,122.43,13.44,26638.04,0.90
0,1,36.18,123.35,13.82,26638.04,0.90
0,1,37.18,120.86,12.82,26638.04,0.90
0,1,43.43,105.28,6.57,26638.04,0.90
0,1,53.06,73.77,-3.06,26638.04,0.90
0,1,58.97,-2.97,-8.97,26638.04,0.90
0,1,61.56,-104.75,-11.56,26638.04,0.90
0,1,62.77,-120.78,-12.77,26638.04,0.90
0,1,63.42,-122.37,-13.42,26638.04,0.90
0,1,63.81,-123.31,-13.81,26638.04,0.90
0,1,63.90,-123.54,-13.90,26638.04,0.90
0,1,62.58,-120.26,-12.58,26638.04,0.90
0,1,57.90,-108.62,-7.90,26638.04,0.90
0,1,50.34,-89.95,-0.34,26638.04,0.90
0,1,43.30,-36.07,6.70,26638.04,0.90
0,1,39.57,54.91,10.43,26638.04,0.90
0,1,37.83,119.31,12.17,26638.04,0.90
0,1,36.93,121.50,13.07,26638.04,0.90
0,1,36.42,122.75,13.58,26638.04,0.90
0,1,36.60,122.31,13.40,26638.04,0.90
0,1,37.98,118.86,12.02,26638.04,0.90
0,1,43.35,105.51,6.65,26638.04,0.90
0,1,52.92,74.59,-2.92,26638.04,0.90
0,1,58.84,-0.91,-8.84,26638.04,0.90
0,1,61.48,-101.98,-11.48,26638.04,0.90
0,1,62.73,-120.67,-12.73,26638.04,0.90
0,1,63.39,-122.30,-13.39,26638.04,0.90
0,1,63.78,-123.26,-13.78,26638.04,0.90
0,1,64.04,-123.89,-14.04,26638.04,0.90
0,1,63.45,-122.42,-13.45,26638.04,0.90
0,1,60.65,-115.46,-10.65,26638.04,0.90
0,1,55.80,-103.47,-5.80,26638.04,0.90
0,1,49.63,-87.57,0.37,26638.04,0.90
0,1,44.03,-37.37,5.97,26638.04,0.90
0,1,40.46,45.19,9.54,26638.04,0.90
0,1,38.43,117.84,11.57,26638.04,0.90
0,1,37.33,120.53,12.67,26638.04,0.90
0,1,36.79,121.85,13.21,26638.04,0.90
0,1,36.77,121.91,13.23,26638.04,0.90
0,1,37.61,119.81,12.39,26638.04,0.90
0,1,39.63,114.78,10.37,26638.04,0.90
0,1,45.26,100.86,4.74,26638.04,0.90
0,1,53.93,66.89,-3.93,26638.04,0.90
0,1,59.18,-11.90,-9.18,26638.04,0.90
0,1,61.59,-113.98,-11.59,26638.04,0.90
0,1,62.76,-120.76,-12.76,26638.04,0.90
0,1,63.40,-122.32,-13.40,26638.04,0.90
0,1,63.79,-123.27,-13.79,26638.04,0.90
0,1,63.76,-123.19,-13.76,26638.04,0.90
0,1,61.75,-118.20,-11.75,26638.04,0.90
0,1,57.77,-108.34,-7.77,26638.04,0.90
0,1,52.59,-95.56,-2.59,26638.04,0.90
0,1,47.11,-72.46,2.89,26638.04,0.90
0,1,43.16,-13.46,6.84,26638.04,0.90
0,1,39.97,73.88,10.03,26638.04,0.90
0,1,38.21,118.37,11.79,26638.04,0.90
0,1,37.24,120.75,12.76,26638.04,0.90
0,1,36.86,121.68,13.14,26638.04,0.90
0,1,36.83,121.73,13.17,26638.04,0.90
0,1,37.22,120.77,12.78,26638.04,0.90
0,1,38.72,117.05,11.28,26638.04,0.90
0,1,42.69,107.18,7.31,26638.04,0.90
0,1,51.30,83.54,-1.30,26638.04,0.90
0,1,57.89,17.42,-7.89,26638.04,0.90
0,1,61.01,-79.15,-11.01,26638.04,0.90
0,1,62.47,-120.05,-12.47,26638.04,0.90
0,1,63.24,-121.92,-13.24,26638.04,0.90
0,1,63.69,-123.02,-13.69,26638.04,0.90
0,1,63.73,-123.10,-13.73,26638.04,0.90
0,1,61.99,-118.76,-11.99,26638.04,0.90
0,1,58.43,-109.98,-8.43,26638.04,0.90
0,1,52.74,-95.93,-2.74,26638.04,0.90
0,1,47.91,-77.46,2.09,26638.04,0.90
0,1,43.79,-25.97,6.21,26638.04,0.90
0,1,40.33,57.86,9.67,26638.04,0.90
0,1,38.55,117.55,11.45,26638.04,0.90
0,1,37.44,120.25,12.56,26638.04,0.90
0,1,36.99,121.35,13.01,26638.04,0.90
0,1,36.80,121.81,13.20,26638.04,0.90
0,1,37.03,121.23,12.97,26638.04,0.90
0,1,38.26,118.20,11.74,26638.04,0.90
0,1,41.18,110.92,8.82,26638.04,0.90
0,1,48.56,92.61,1.44,26638.04,0.90
0,1,56.32,42.15,-6.32,26638.04,0.90
0,1,60.30,-47.57,-10.30,26638.04,0.90
0,1,62.12,-119.20,-12.12,26638.04,0.90
0,1,63.05,-121.45,-13.05,26638.04,0.90
0,1,63.57,-122.73,-13.57,26638.04,0.90
0,1,63.87,-123.46,-13.87,26638.04,0.90
0,1,63.26,-121.94,-13.26,26638.04,0.90
0,1,61.14,-116.67,-11.14,26638.04,0.90
0,1,57.30,-107.19,-7.30,26638.04,0.90
0,1,52.50,-95.34,-2.50,26638.04,0.90
0,1,47.96,-77.60,2.04,26638.04,0.90
0,1,44.39,-30.73,5.61,26638.04,0.90
0,1,40.87,48.23,9.13,26638.04,0.90
0,1,41.40,110.50,8.60,26638.04,0.90
0,1,39.74,114.63,10.26,26638.04,0.90
0,1,38.47,117.72,11.53,26638.04,0.90
0,1,37.80,119.36,12.20,26638.04,0.90
0,1,37.67,119.66,12.33,26638.04,0.90
0,1,38.47,117.68,11.53,26638.04,0.90
0,2,18.53,156.91,31.47,26638.04,0.90
0,2,23.18,115.74,26.82,26638.04,0.90
0,2,27.54,98.42,22.46,26638.04,0.90
0,2,30.34,87.43,19.66,26638.04,0.90
0,2,31.91,81.24,18.09,26638.04,0.90
0,2,32.82,77.68,17.18,26638.04,0.90
0,2,33.37,75.51,16.63,26638.04,0.90
0,2,36.76,60.95,13.24,26638.04,0.90
0,2,48.83,11.51,1.17,26638.04,0.90
0,2,57.53,-26.44,-7.53,26638.04,0.90
0,2,61.08,-48.86,-11.08,26638.04,0.90
0,2,62.59,-59.53,-12.59,26638.04,0.90
0,2,63.34,-62.48,-13.34,26638.04,0.90
0,2,63.77,-64.16,-13.77,26638.04,0.90
0,2,64.04,-65.22,-14.04,26638.04,0.90
0,2,64.22,-65.94,-14.22,26638.04,0.90
0,2,63.82,-64.24,-13.82,26638.04,0.90
0,2,62.76,-59.89,-12.76,26638.04,0.90
0,2,61.10,-53.10,-11.10,26638.04,0.90
0,2,58.99,-44.55,-8.99,26638.04,0.90
0,2,56.67,-35.24,-6.67,26638.04,0.90
0,2,53.84,-23.71,-3.84,26638.04,0.90
0,2,51.80,-15.69,-1.80,26638.04,0.90
0,2,50.11,-9.00,-0.11,26638.04,0.90
0,2,48.71,-2.80,1.29,26638.04,0.90
0,2,47.68,2.83,2.32,26638.04,0.90
0,2,47.72,4.74,2.28,26638.04,0.90
0,2,48.76,1.67,1.24,26638.04,0.90
0,2,50.86,-6.92,-0.86,26638.04,0.90
0,2,52.97,-16.94,-2.97,26638.04,0.90
0,2,55.15,-29.84,-5.15,26638.04,0.90
0,2,57.12,-37.68,-7.12,26638.04,0.90
0,2,56.95,-36.33,-6.95,26638.04,0.90
0,2,56.43,-34.45,-6.43,26638.04,0.90
0,2,55.86,-32.19,-5.86,26638.04,0.90
0,2,54.76,-27.81,-4.76,26638.04,0.90
0,2,53.83,-23.87,-3.83,26638.04,0.90
0,2,53.17,-21.44,-3.17,26638.04,0.90
0,2,52.91,-20.42,-2.91,26638.04,0.90
0,2,52.58,-19.20,-2.58,26638.04,0.90
0,2,52.41,-18.28,-2.41,26638.04,0.90
0,2,52.29,-17.94,-2.29,26638.04,0.90
0,2,51.97,-16.65,-1.97,26638.04,0.90
0,2,51.41,-14.37,-1.41,26638.04,0.90
0,2,50.93,-12.48,-0.93,26638.04,0.90
0,2,50.72,-11.64,-0.72,26638.04,0.90
0,2,50.54,-10.95,-0.54,26638.04,0.90
0,2,50.54,-10.96,-0.54,26638.04,0.90
0,2,50.48,-10.75,-0.48,26638.04,0.90
0,2,50.71,-11.63,-0.71,26638.04,0.90
0,2,50.81,-12.07,-0.81,26638.04,0.90
0,2,50.87,-12.18,-0.87,26638.04,0.90
0,2,50.95,-12.61,-0.95,26638.04,0.90
0,2,51.06,-13.05,-1.06,26638.04,0.90
0,2,51.03,-12.84,-1.03,26638.04,0.90
0,2,51.12,-13.30,-1.12,26638.04,0.90
0,2,51.15,-13.41,-1.15,26638.04,0.90
0,2,51.31,-14.08,-1.31,26638.04,0.90
0,2,51.35,-14.24,-1.35,26638.04,0.90
0,2,51.47,-14.63,-1.47,26638.04,0.90
0,2,51.62,-15.30,-1.62,26638.04,0.90
0,2,51.56,-15.05,-1.56,26638.04,0.90
0,2,51.47,-14.57,-1.47,26638.04,0.90
0,2,51.22,-13.66,-1.22,26638.04,0.90
0,2,51.18,-13.52,-1.18,26638.04,0.90
0,2,51.11,-13.25,-1.11,26638.04,0.90
0,2,50.99,-12.75,-0.99,26638.04,0.90
0,2,51.06,-13.04,-1.06,26638.04,0.90
0,2,51.13,-13.34,-1.13,26638.04,0.90
0,2,51.28,-13.96,-1.28,26638.04,0.90
0,2,51.28,-13.94,-1.28,26638.04,0.90
0,2,51.23,-13.73,-1.23,26638.04,0.90
0,2,51.24,-13.75,-1.24,26638.04,0.90
0,2,51.09,-13.14,-1.09,26638.04,0.90
0,2,50.97,-12.62,-0.97,26638.04,0.90
0,2,50.88,-12.31,-0.88,26638.04,0.90
0,2,50.70,-11.58,-0.70,26638.04,0.90
0,2,50.62,-11.27,-0.62,26638.04,0.90
0,2,50.64,-11.35,-0.64,26638.04,0.90
0,2,50.49,-10.76,-0.49,26638.04,0.90
0,2,50.48,-10.68,-0.48,26638.04,0.90
0,2,50.36,-10.20,-0.36,26638.04,0.90
0,2,50.17,-9.38,-0.17,26638.04,0.90
0,2,49.92,-8.35,0.08,26638.04,0.90
0,2,49.79,-7.75,0.21,26638.04,0.90
0,2,49.59,-6.63,0.41,26638.04,0.90
0,2,49.48,-5.81,0.52,26638.04,0.90
0,2,49.45,-5.22,0.55,26638.04,0.90
0,2,49.36,-4.32,0.64,26638.04,0.90
0,2,49.42,-4.06,0.58,26638.04,0.90
0,2,49.33,-3.09,0.67,26638.04,0.90
0,2,49.29,-2.38,0.71,26638.04,0.90
0,2,49.26,-1.59,0.74,26638.04,0.90
0,2,49.25,-0.89,0.75,26638.04,0.90
0,2,49.49,-1.36,0.51,26638.04,0.90
0,2,49.72,-1.99,0.28,26638.04,0.90
0,2,50.13,-3.59,-0.13,26638.04,0.90
0,2,50.56,-5.70,-0.56,26638.04,0.90
0,2,51.13,-8.75,-1.13,26638.04,0.90
0,2,51.61,-11.87,-1.61,26638.04,0.90
0,2,52.03,-15.32,-2.03,26638.04,0.90
0,2,52.43,-18.66,-2.43,26638.04,0.90
0,2,53.23,-21.90,-3.23,26638.04,0.90
0,2,53.66,-23.60,-3.66,26638.04,0.90
0,2,54.16,-25.56,-4.16,26638.04,0.90
0,2,54.33,-26.11,-4.33,26638.04,0.90
0,2,54.54,-27.02,-4.54,26638.04,0.90
0,2,54.43,-26.40,-4.43,26638.04,0.90
0,2,53.99,-24.78,-3.99,26638.04,0.90
0,2,53.50,-22.80,-3.50,26638.04,0.90
0,2,53.14,-21.35,-3.14,26638.04,0.90
0,2,52.80,-19.96,-2.80,26638.04,0.90
0,2,52.40,-18.36,-2.40,26638.04,0.90
0,2,52.06,-17.01,-2.06,26638.04,0.90
0,2,51.70,-15.58,-1.70,26638.04,0.90
0,2,51.19,-13.37,-1.19,26638.04,0.90
0,2,50.69,-11.49,-0.69,26638.04,0.90
0,2,50.21,-9.59,-0.21,26638.04,0.90
0,2,49.64,-7.15,0.36,26638.04,0.90
0,2,49.16,-4.60,0.84,26638.04,0.90
0,2,48.75,-2.00,1.25,26638.04,0.90
0,2,48.60,-0.23,1.40,26638.04,0.90
0,3,18.24,183.82,31.76,5793.20,0.90
0,3,21.82,158.79,28.18,5793.20,0.90
0,3,26.04,141.60,23.96,5793.20,0.90
0,3,29.27,128.61,20.73,5793.20,0.90
0,3,31.25,120.72,18.75,5793.20,0.90
0,3,32.40,116.12,17.60,5793.20,0.90
0,3,38.54,89.95,11.46,5793.20,0.90
0,3,51.81,33.48,-1.81,5793.20,0.90
0,3,58.97,-24.13,-8.97,5793.20,0.90
0,3,61.71,-82.87,-11.71,5793.20,0.90
0,3,62.91,-97.26,-12.91,5793.20,0.90
0,3,63.53,-99.72,-13.53,5793.20,0.90
0,3,63.89,-101.16,-13.89,5793.20,0.90
0,3,63.86,-101.06,-13.86,5793.20,0.90
0,3,61.98,-92.98,-11.98,5793.20,0.90
0,3,56.35,-69.28,-6.35,5793.20,0.90
0,3,47.24,-28.34,2.76,5793.20,0.90
0,3,41.25,25.16,8.75,5793.20,0.90
0,3,38.57,82.49,11.43,5793.20,0.90
0,3,37.30,96.41,12.70,5793.20,0.90
0,3,37.33,96.04,12.67,5793.20,0.90
0,3,41.35,78.86,8.65,5793.20,0.90
0,3,51.14,37.12,-1.14,5793.20,0.90
0,3,58.08,-15.76,-8.08,5793.20,0.90
0,3,61.17,-72.94,-11.17,5793.20,0.90
0,3,62.58,-95.94,-12.58,5793.20,0.90
0,3,63.31,-98.86,-13.31,5793.20,0.90
0,3,63.74,-100.56,-13.74,5793.20,0.90
0,3,63.22,-98.20,-13.22,5793.20,0.90
0,3,58.87,-79.78,-8.87,5793.20,0.90
0,3,50.96,-47.04,-0.96,5793.20,0.90
0,3,43.37,0.80,6.63,5793.20,0.90
0,3,39.54,56.67,10.47,5793.20,0.90
0,3,37.79,94.48,12.21,5793.20,0.90
0,3,36.90,98.00,13.10,5793.20,0.90
0,3,37.17,96.70,12.83,5793.20,0.90
0,3,39.51,86.76,10.49,5793.20,0.90
0,3,46.24,58.39,3.76,5793.20,0.90
0,3,54.87,14.30,-4.87,5793.20,0.90
0,3,59.18,-37.57,-9.18,5793.20,0.90
0,3,61.51,-91.68,-11.51,5793.20,0.90
0,3,62.69,-96.35,-12.69,5793.20,0.90
0,3,63.34,-98.96,-13.34,5793.20,0.90
0,3,63.45,-99.17,-13.45,5793.20,0.90
0,3,62.22,-94.05,-12.22,5793.20,0.90
0,3,57.96,-76.21,-7.96,5793.20,0.90
0,3,51.99,-51.53,-1.99,5793.20,0.90
0,3,45.84,-17.83,4.16,5793.20,0.90
0,3,41.36,31.44,8.64,5793.20,0.90
0,3,38.91,86.69,11.09,5793.20,0.90
0,3,37.91,93.87,12.09,5793.20,0.90
0,3,37.92,93.65,12.08,5793.20,0.90
0,3,38.91,89.50,11.09,5793.20,0.90
0,3,41.39,79.09,8.61,5793.20,0.90
0,3,46.46,57.81,3.54,5793.20,0.90
0,3,54.13,18.93,-4.13,5793.20,0.90
0,3,59.11,-33.64,-9.11,5793.20,0.90
0,3,61.50,-90.55,-11.50,5793.20,0.90
0,3,62.69,-96.38,-12.69,5793.20,0.90
0,3,63.35,-99.00,-13.35,5793.20,0.90
0,3,62.88,-96.83,-12.88,5793.20,0.90
0,3,59.75,-83.68,-9.75,5793.20,0.90
0,3,54.47,-61.85,-4.47,5793.20,0.90
0,3,48.32,-34.62,1.68,5793.20,0.90
0,3,43.68,4.33,6.32,5793.20,0.90
0,3,40.69,52.75,9.31,5793.20,0.90
0,3,39.41,87.75,10.59,5793.20,0.90
0,3,38.74,90.40,11.26,5793.20,0.90
0,3,38.88,89.71,11.12,5793.20,0.90
0,3,39.63,86.57,10.37,5793.20,0.90
0,3,41.63,78.24,8.37,5793.20,0.90
0,3,45.62,61.58,4.38,5793.20,0.90
0,3,52.05,32.51,-2.05,5793.20,0.90
0,3,57.78,-15.90,-7.78,5793.20,0.90
0,3,60.80,-71.21,-10.80,5793.20,0.90
0,3,62.30,-94.83,-12.30,5793.20,0.90
0,3,62.92,-97.26,-12.92,5793.20,0.90
0,3,62.72,-96.30,-12.72,5793.20,0.90
0,3,60.44,-86.67,-10.44,5793.20,0.90
0,3,56.64,-70.93,-6.64,5793.20,0.90
0,3,52.06,-52.15,-2.06,5793.20,0.90
0,3,47.99,-32.20,2.01,5793.20,0.90
0,3,44.92,-2.10,5.08,5793.20,0.90
0,3,43.09,33.11,6.91,5793.20,0.90
0,3,41.72,72.90,8.28,5793.20,0.90
0,3,41.28,80.07,8.72,5793.20,0.90
0,3,41.44,79.35,8.56,5793.20,0.90
0,3,42.13,76.42,7.87,5793.20,0.90
0,3,43.52,70.62,6.48,5793.20,0.90
0,3,46.13,59.69,3.87,5793.20,0.90
0,3,51.34,36.60,-1.34,5793.20,0.90
0,3,56.93,-7.70,-6.93,5793.20,0.90
0,3,60.24,-61.21,-10.24,5793.20,0.90
0,3,61.96,-93.47,-11.96,5793.20,0.90
0,3,62.90,-97.19,-12.90,5793.20,0.90
0,3,62.97,-97.36,-12.97,5793.20,0.90
0,3,61.26,-90.07,-11.26,5793.20,0.90
0,3,57.08,-72.65,-7.08,5793.20,0.90
0,3,52.14,-52.35,-2.14,5793.20,0.90
0,3,47.30,-27.80,2.70,5793.20,0.90
0,3,43.65,8.87,6.35,5793.20,0.90
0,3,41.20,53.93,8.80,5793.20,0.90
0,3,39.76,86.36,10.24,5793.20,0.90
0,3,38.96,89.54,11.04,5793.20,0.90
0,3,39.05,89.06,10.95,5793.20,0.90
0,3,39.57,86.87,10.43,5793.20,0.90
0,3,40.67,82.29,9.33,5793.20,0.90
0,3,42.66,74.03,7.34,5793.20,0.90
0,3,46.19,59.18,3.81,5793.20,0.90
0,3,53.41,24.01,-3.41,5793.20,0.90
0,3,58.44,-25.55,-8.44,5793.20,0.90
0,3,61.11,-81.36,-11.11,5793.20,0.90
0,3,62.46,-95.44,-12.46,5793.20,0.90
0,3,63.12,-98.02,-13.12,5793.20,0.90
0,3,61.49,-90.93,-11.49,5793.20,0.90
0,3,58.17,-77.08,-8.17,5793.20,0.90
0,3,53.44,-57.63,-3.44,5793.20,0.90
0,3,48.08,-33.10,1.92,5793.20,0.90
0,3,43.98,3.28,6.02,5793.20,0.90
0,3,41.87,44.32,8.13,5793.20,0.90
0,3,40.57,83.08,9.43,5793.20,0.90
0,4,19.78,127.06,30.22,5793.20,0.90
0,4,24.98,99.61,25.02,5793.20,0.90
0,4,28.90,88.91,21.10,5793.20,0.90
0,4,31.16,82.83,18.84,5793.20,0.90
0,4,32.40,79.48,17.60,5793.20,0.90
0,4,33.13,77.52,16.87,5793.20,0.90
0,4,33.57,76.30,16.43,5793.20,0.90
0,4,35.40,70.82,14.60,5793.20,0.90
0,4,42.34,50.37,7.66,5793.20,0.90
0,4,53.42,16.33,-3.42,5793.20,0.90
0,4,59.35,-21.88,-9.35,5793.20,0.90
0,4,61.79,-61.74,-11.79,5793.20,0.90
0,4,62.92,-66.68,-12.92,5793.20,0.90
0,4,63.52,-68.30,-13.52,5793.20,0.90
0,4,63.87,-69.27,-13.87,5793.20,0.90
0,4,64.11,-69.90,-14.11,5793.20,0.90
0,4,64.27,-70.34,-14.27,5793.20,0.90
0,4,64.38,-70.66,-14.38,5793.20,0.90
0,4,64.16,-70.03,-14.16,5793.20,0.90
0,4,63.26,-67.19,-13.26,5793.20,0.90
0,4,61.37,-61.92,-11.37,5793.20,0.90
0,4,58.40,-53.43,-8.40,5793.20,0.90
0,4,54.14,-41.41,-4.14,5793.20,0.90
0,4,50.03,-29.67,-0.03,5793.20,0.90
0,4,47.16,-16.83,2.84,5793.20,0.90
0,4,45.85,-2.35,4.15,5793.20,0.90
0,4,45.40,12.45,4.60,5793.20,0.90
0,4,45.79,24.59,4.21,5793.20,0.90
0,4,46.83,32.48,3.17,5793.20,0.90
0,4,48.48,34.39,1.52,5793.20,0.90
0,4,51.93,22.26,-1.93,5793.20,0.90
0,4,56.52,-5.09,-6.52,5793.20,0.90
0,4,59.72,-39.84,-9.72,5793.20,0.90
0,4,61.56,-62.98,-11.56,5793.20,0.90
0,4,62.61,-65.82,-12.61,5793.20,0.90
0,4,63.12,-67.19,-13.12,5793.20,0.90
0,4,63.38,-67.91,-13.38,5793.20,0.90
0,4,63.32,-67.75,-13.32,5793.20,0.90
0,4,62.45,-65.07,-12.45,5793.20,0.90
0,4,60.42,-59.22,-10.42,5793.20,0.90
0,4,57.09,-49.76,-7.09,5793.20,0.90
