Iteracao,Particula,Distancia,PWM,Erro_Atual,Gbest_Erro, Passo
0,2,63.78,13.66,1.22,17361.75,0.90
0,2,63.85,13.39,1.15,17361.75,0.90
0,2,63.24,16.39,1.76,17361.75,0.90
0,2,63.36,15.50,1.64,17361.75,0.90
0,2,63.87,13.12,1.13,17361.75,0.90
0,2,64.27,11.41,0.73,17361.75,0.90
0,2,65.46,6.63,-0.46,17361.75,0.90
0,2,65.20,7.00,-0.20,17361.75,0.90
0,2,64.59,10.39,0.41,17361.75,0.90
0,2,64.46,10.73,0.54,17361.75,0.90
0,2,64.21,11.67,0.79,17361.75,0.90
0,2,64.88,9.19,0.12,17361.75,0.90
0,2,64.26,11.58,0.74,17361.75,0.90
0,2,62.88,18.02,2.12,17361.75,0.90
0,2,63.67,14.07,1.33,17361.75,0.90
0,2,64.57,10.43,0.43,17361.75,0.90
0,2,65.00,8.75,0.00,17361.75,0.90
0,2,64.46,10.84,0.54,17361.75,0.90
0,2,64.13,12.09,0.87,17361.75,0.90
0,2,64.06,12.25,0.94,17361.75,0.90
0,2,64.83,9.37,0.17,17361.75,0.90
0,2,64.94,9.07,0.06,17361.75,0.90
0,2,64.79,9.66,0.21,17361.75,0.90
0,2,64.57,10.55,0.43,17361.75,0.90
0,2,64.40,11.23,0.60,17361.75,0.90
0,2,63.62,14.39,1.38,17361.75,0.90
0,2,63.82,13.51,1.18,17361.75,0.90
0,2,63.20,16.30,1.80,17361.75,0.90
0,2,62.58,18.36,2.42,17361.75,0.90
0,2,62.14,21.07,2.86,17361.75,0.90
0,2,62.23,19.60,2.77,17361.75,0.90
0,2,63.65,13.97,1.35,17361.75,0.90
0,2,63.95,12.67,1.05,17361.75,0.90
0,2,65.44,6.86,-0.44,17361.75,0.90
0,2,64.95,8.78,0.05,17361.75,0.90
0,2,64.78,9.50,0.22,17361.75,0.90
0,2,63.82,13.48,1.18,17361.75,0.90
0,2,63.02,17.40,1.98,17361.75,0.90
0,2,63.87,13.05,1.13,17361.75,0.90
0,2,63.42,15.20,1.58,17361.75,0.90
0,2,62.41,19.14,2.59,17361.75,0.90
0,2,63.26,15.69,1.74,17361.75,0.90
0,2,63.54,13.97,1.46,17361.75,0.90
0,2,64.43,11.13,0.57,17361.75,0.90
0,2,64.24,11.85,0.76,17361.75,0.90
0,2,63.32,16.30,1.68,17361.75,0.90
0,2,62.68,18.92,2.32,17361.75,0.90
0,2,62.59,17.99,2.41,17361.75,0.90
0,2,61.54,23.53,3.46,17361.75,0.90
0,2,61.64,22.09,3.36,17361.75,0.90
0,2,62.24,19.78,2.76,17361.75,0.90
0,2,62.67,17.95,2.33,17361.75,0.90
0,2,63.14,16.14,1.86,17361.75,0.90
0,2,63.57,14.11,1.43,17361.75,0.90
0,2,63.19,15.82,1.81,17361.75,0.90
0,2,63.26,15.64,1.74,17361.75,0.90
0,2,64.41,11.01,0.59,17361.75,0.90
0,2,64.90,9.10,0.10,17361.75,0.90
0,2,63.89,13.21,1.11,17361.75,0.90
0,2,63.32,15.71,1.68,17361.75,0.90
0,2,63.61,14.21,1.39,17361.75,0.90
0,2,63.41,15.10,1.59,17361.75,0.90
0,2,63.64,14.20,1.36,17361.75,0.90
0,2,63.78,13.68,1.22,17361.75,0.90
0,2,63.28,16.10,1.72,17361.75,0.90
0,2,63.43,15.12,1.57,17361.75,0.90
0,2,63.23,15.91,1.77,17361.75,0.90
0,2,62.59,18.46,2.41,17361.75,0.90
0,2,62.12,20.25,2.88,17361.75,0.90
0,2,61.84,21.35,3.16,17361.75,0.90
0,2,61.15,24.03,3.85,17361.75,0.90
0,2,61.87,20.92,3.13,17361.75,0.90
0,2,62.51,18.35,2.49,17361.75,0.90
0,2,62.92,16.56,2.08,17361.75,0.90
0,2,64.15,12.19,0.85,17361.75,0.90
0,2,63.22,15.80,1.78,17361.75,0.90
0,2,61.74,23.00,3.26,17361.75,0.90
0,2,62.71,17.77,2.29,17361.75,0.90
0,2,63.77,13.38,1.23,17361.75,0.90
0,2,63.26,15.65,1.74,17361.75,0.90
0,2,63.90,12.90,1.10,17361.75,0.90
0,2,64.30,11.42,0.70,17361.75,0.90
0,2,64.21,11.69,0.79,17361.75,0.90
0,2,63.95,12.72,1.05,17361.75,0.90
0,2,64.85,9.23,0.15,17361.75,0.90
0,2,64.33,11.83,0.67,17361.75,0.90
0,2,64.23,11.89,0.77,17361.75,0.90
0,2,64.17,12.12,0.83,17361.75,0.90
0,2,63.96,13.16,1.04,17361.75,0.90
0,2,63.98,12.88,1.02,17361.75,0.90
0,2,63.58,14.41,1.42,17361.75,0.90
0,3,19.56,263.00,45.44,5783.07,0.90
0,3,37.60,154.97,27.40,5783.07,0.90
0,3,39.45,148.64,25.55,5783.07,0.90
0,3,39.73,147.58,25.27,5783.07,0.90
0,3,39.83,147.19,25.17,5783.07,0.90
0,3,39.88,146.99,25.12,5783.07,0.90
0,3,39.90,146.88,25.10,5783.07,0.90
0,3,39.92,146.81,25.08,5783.07,0.90
0,3,43.39,132.07,21.61,5783.07,0.90
0,3,86.70,-84.25,-21.70,5783.07,0.90
0,3,89.59,-144.89,-24.59,5783.07,0.90
0,3,86.41,-131.37,-21.41,5783.07,0.90
0,3,61.75,-25.53,3.25,5783.07,0.90
0,3,45.08,106.56,19.92,5783.07,0.90
0,3,43.18,133.52,21.82,5783.07,0.90
0,3,48.35,111.46,16.65,5783.07,0.90
0,3,66.08,37.73,-1.08,5783.07,0.90
0,3,88.06,-128.75,-23.06,5783.07,0.90
0,3,88.48,-140.35,-23.48,5783.07,0.90
0,3,73.39,-76.84,-8.39,5783.07,0.90
0,3,53.51,34.28,11.49,5783.07,0.90
0,3,48.59,111.88,16.41,5783.07,0.90
0,3,48.36,112.23,16.64,5783.07,0.90
0,3,54.55,86.10,10.45,5783.07,0.90
0,3,63.24,49.30,1.76,5783.07,0.90
0,3,74.26,-19.98,-9.26,5783.07,0.90
0,3,76.97,-80.59,-11.97,5783.07,0.90
0,3,73.74,-80.10,-8.74,5783.07,0.90
0,3,64.31,-37.66,0.69,5783.07,0.90
0,3,54.65,32.89,10.35,5783.07,0.90
0,3,49.09,110.91,15.91,5783.07,0.90
0,3,48.69,110.72,16.31,5783.07,0.90
0,3,56.38,78.63,8.62,5783.07,0.90
0,3,64.30,46.30,0.70,5783.07,0.90
0,3,68.41,14.75,-3.41,5783.07,0.90
0,3,73.94,-36.95,-8.94,5783.07,0.90
0,3,73.74,-77.94,-8.74,5783.07,0.90
0,3,69.00,-60.61,-4.00,5783.07,0.90
0,3,64.60,-41.94,0.40,5783.07,0.90
0,3,58.08,5.43,6.92,5783.07,0.90
0,3,55.14,60.29,9.86,5783.07,0.90
0,3,56.16,80.38,8.84,5783.07,0.90
0,3,58.09,71.92,6.91,5783.07,0.90
0,3,64.03,47.63,0.97,5783.07,0.90
0,3,68.33,22.53,-3.33,5783.07,0.90
0,3,68.90,1.73,-3.90,5783.07,0.90
0,3,68.18,-13.33,-3.18,5783.07,0.90
0,3,68.75,-28.33,-3.75,5783.07,0.90
0,3,68.09,-40.75,-3.09,5783.07,0.90
0,3,64.85,-32.34,0.15,5783.07,0.90
0,3,63.73,-24.82,1.27,5783.07,0.90
0,3,59.50,7.87,5.50,5783.07,0.90
0,3,57.24,45.43,7.76,5783.07,0.90
0,3,56.58,79.64,8.42,5783.07,0.90
0,3,58.43,70.85,6.57,5783.07,0.90
0,3,60.72,62.10,4.28,5783.07,0.90
0,3,65.33,42.30,-0.33,5783.07,0.90
0,3,67.56,26.06,-2.56,5783.07,0.90
0,3,68.26,8.45,-3.26,5783.07,0.90
0,3,70.35,-19.02,-5.35,5783.07,0.90
0,3,68.21,-30.40,-3.21,5783.07,0.90
0,3,67.07,-40.05,-2.07,5783.07,0.90
0,3,66.68,-48.34,-1.68,5783.07,0.90
0,3,64.01,-37.58,0.99,5783.07,0.90
0,3,61.14,-13.55,3.86,5783.07,0.90
0,3,57.60,29.61,7.40,5783.07,0.90
0,3,55.92,73.91,9.08,5783.07,0.90
0,3,55.52,82.92,9.48,5783.07,0.90
0,3,56.02,81.07,8.98,5783.07,0.90
0,3,56.51,78.67,8.49,5783.07,0.90
0,3,60.83,60.98,4.17,5783.07,0.90
0,3,65.07,43.60,-0.07,5783.07,0.90
0,3,67.19,28.21,-2.19,5783.07,0.90
0,3,69.08,5.16,-4.08,5783.07,0.90
0,3,68.98,-12.83,-3.98,5783.07,0.90
0,3,69.32,-33.31,-4.32,5783.07,0.90
0,3,68.95,-49.85,-3.95,5783.07,0.90
0,3,67.20,-52.79,-2.20,5783.07,0.90
0,3,62.60,-30.29,2.40,5783.07,0.90
0,3,61.35,-10.97,3.65,5783.07,0.90
0,3,61.11,6.60,3.90,5783.07,0.90
0,3,60.46,28.45,4.54,5783.07,0.90
0,3,59.90,52.64,5.10,5783.07,0.90
0,3,59.03,68.77,5.97,5783.07,0.90
0,3,58.48,70.96,6.52,5783.07,0.90
0,3,58.46,70.87,6.54,5783.07,0.90
0,3,60.23,63.67,4.77,5783.07,0.90
0,3,63.54,49.73,1.46,5783.07,0.90
0,3,69.37,15.46,-4.37,5783.07,0.90
0,3,70.93,-14.31,-5.93,5783.07,0.90
0,3,71.29,-42.95,-6.29,5783.07,0.90
0,3,69.09,-57.35,-4.09,5783.07,0.90
0,3,67.35,-53.69,-2.35,5783.07,0.90
0,3,62.85,-31.89,2.15,5783.07,0.90
0,3,58.78,1.72,6.22,5783.07,0.90
0,3,57.26,38.43,7.74,5783.07,0.90
0,3,55.66,82.34,9.34,5783.07,0.90
0,3,56.94,77.22,8.06,5783.07,0.90
0,3,57.30,75.44,7.70,5783.07,0.90
0,3,59.15,67.51,5.85,5783.07,0.90
0,3,62.65,53.76,2.35,5783.07,0.90
0,3,64.15,47.71,0.85,5783.07,0.90
0,3,64.57,45.91,0.43,5783.07,0.90
0,3,66.51,34.55,-1.51,5783.07,0.90
0,3,68.66,12.43,-3.66,5783.07,0.90
0,3,69.96,-12.50,-4.96,5783.07,0.90
0,3,70.43,-36.84,-5.43,5783.07,0.90
0,3,69.68,-56.53,-4.68,5783.07,0.90
0,3,69.31,-62.10,-4.31,5783.07,0.90
0,3,67.99,-56.21,-2.99,5783.07,0.90
0,3,65.85,-47.38,-0.85,5783.07,0.90
0,3,62.92,-31.10,2.08,5783.07,0.90
0,3,59.65,-1.20,5.35,5783.07,0.90
0,3,55.98,47.53,9.02,5783.07,0.90
0,3,53.75,90.16,11.25,5783.07,0.90
0,3,55.11,84.58,9.89,5783.07,0.90
0,3,56.29,79.50,8.71,5783.07,0.90
0,3,57.41,75.47,7.59,5783.07,0.90
0,3,60.26,63.38,4.74,5783.07,0.90
0,3,61.20,59.33,3.80,5783.07,0.90
0,3,61.95,56.38,3.05,5783.07,0.90
0,4,22.26,179.68,42.74,5783.07,0.90
0,4,38.64,103.58,26.36,5783.07,0.90
0,4,39.58,101.44,25.42,5783.07,0.90
0,4,39.77,100.95,25.23,5783.07,0.90
0,4,39.85,100.75,25.15,5783.07,0.90
0,4,39.89,100.64,25.11,5783.07,0.90
0,4,39.91,100.58,25.09,5783.07,0.90
0,4,39.93,100.54,25.07,5783.07,0.90
0,4,39.94,100.51,25.06,5783.07,0.90
0,4,40.00,100.32,25.00,5783.07,0.90
0,4,43.40,90.53,21.60,5783.07,0.90
0,4,64.69,29.43,0.31,5783.07,0.90
0,4,80.43,-47.98,-15.43,5783.07,0.90
0,4,87.18,-92.94,-22.18,5783.07,0.90
0,4,75.19,-58.76,-10.19,5783.07,0.90
0,4,61.89,-17.12,3.11,5783.07,0.90
0,4,54.42,28.87,10.58,5783.07,0.90
0,4,51.72,67.58,13.28,5783.07,0.90
0,4,53.74,61.60,11.26,5783.07,0.90
0,4,57.84,49.15,7.16,5783.07,0.90
0,4,68.41,16.17,-3.41,5783.07,0.90
0,4,71.41,-4.83,-6.41,5783.07,0.90
0,4,73.17,-32.83,-8.17,5783.07,0.90
0,4,72.04,-50.31,-7.04,5783.07,0.90
0,4,69.82,-43.61,-4.82,5783.07,0.90
0,4,64.44,-27.66,0.56,5783.07,0.90
0,4,59.99,-5.26,5.01,5783.07,0.90
0,4,57.37,22.51,7.63,5783.07,0.90
0,4,55.24,55.76,9.76,5783.07,0.90
0,4,54.88,58.75,10.12,5783.07,0.90
0,4,55.41,57.13,9.59,5783.07,0.90
0,4,57.14,51.79,7.86,5783.07,0.90
0,4,61.07,40.84,3.93,5783.07,0.90
0,4,63.03,35.80,1.97,5783.07,0.90
0,4,70.12,6.86,-5.12,5783.07,0.90
0,4,73.49,-24.40,-8.49,5783.07,0.90
0,4,74.34,-54.36,-9.34,5783.07,0.90
0,4,70.89,-45.94,-5.89,5783.07,0.90
0,4,61.15,-14.71,3.85,5783.07,0.90
0,4,56.79,16.35,8.21,5783.07,0.90
0,4,56.40,43.79,8.60,5783.07,0.90
0,4,55.44,57.01,9.56,5783.07,0.90
0,4,55.51,56.66,9.49,5783.07,0.90
0,4,57.78,50.27,7.22,5783.07,0.90
0,4,58.67,48.98,6.33,5783.07,0.90
0,4,61.34,42.04,3.66,5783.07,0.90
0,4,63.97,34.64,1.03,5783.07,0.90
0,4,70.68,0.95,-5.68,5783.07,0.90
0,4,70.98,-14.12,-5.98,5783.07,0.90
0,4,70.44,-30.12,-5.44,5783.07,0.90
0,4,66.57,-28.52,-1.57,5783.07,0.90
